0.0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0
1.0,1,1,1,0,0,0,0,0,0,0,0
1.0,1,1,1,0,0,0,0,0,0,0,0
1.0,1,1,1,0,0,0,0,0,0,0,0
1.0,1,1,1,0,0,0,0,0,0,0,0
1.0,1,1,1,0,0,0,0,0,0,0,0
1.5,2,1,4,2,1,0,0,0,0,0,0
1.5,2,1,4,2,1,0,0,0,0,0,0
1.5,2,1,4,2,1,0,0,0,0,0,0
1.5,2,1,4,2,1,0,0,0,0,0,0
1.5,2,1,4,2,1,0,0,0,0,0,0
2.0,0,2,10,9,11,3,0,0,0,0,0
2.0,0,2,10,9,11,3,0,0,0,0,0
2.0,0,2,10,9,11,3,0,0,0,0,0
2.0,0,2,10,9,11,3,0,0,0,0,0
2.0,0,2,10,9,11,3,0,0,0,0,0
2.5,0,3,7,18,10,10,2,1,0,0,0
2.5,0,3,7,18,10,10,2,1,0,0,0
2.5,0,3,7,18,10,10,2,1,0,0,0
2.5,0,3,7,18,10,10,2,1,0,0,0
2.5,0,3,7,18,10,10,2,1,0,0,0
3.0,0,0,2,16,20,8,6,1,1,0,0
3.0,0,0,2,16,20,8,6,1,1,0,0
3.0,0,0,2,16,20,8,6,1,1,0,0
3.0,0,0,2,16,20,8,6,1,1,0,0
3.0,0,0,2,16,20,8,6,1,1,0,0
3.5,0,0,2,8,16,11,5,0,0,0,0
3.5,0,0,2,8,16,11,5,0,0,0,0
3.5,0,0,2,8,16,11,5,0,0,0,0
3.5,0,0,2,8,16,11,5,0,0,0,0
3.5,0,0,2,8,16,11,5,0,0,0,0
4.0,0,0,0,2,10,5,6,0,0,0,0
4.0,0,0,0,2,10,5,6,0,0,0,0
4.0,0,0,0,2,10,5,6,0,0,0,0
4.0,0,0,0,2,10,5,6,0,0,0,0
4.0,0,0,0,2,10,5,6,0,0,0,0
4.5,0,0,0,0,5,5,3,2,0,0,0
4.5,0,0,0,0,5,5,3,2,0,0,0
4.5,0,0,0,0,5,5,3,2,0,0,0
4.5,0,0,0,0,5,5,3,2,0,0,0
4.5,0,0,0,0,5,5,3,2,0,0,0
5.0,0,0,0,0,0,1,1,4,3,0,0
5.0,0,0,0,0,0,1,1,4,3,0,0
5.0,0,0,0,0,0,1,1,4,3,0,0
5.0,0,0,0,0,0,1,1,4,3,0,0
5.0,0,0,0,0,0,1,1,4,3,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,3,5,0
6.0,0,0,0,0,0,0,0,0,3,5,0
6.0,0,0,0,0,0,0,0,0,3,5,0
6.0,0,0,0,0,0,0,0,0,3,5,0
6.0,0,0,0,0,0,0,0,0,3,5,0
6.5,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,2,1
7.0,0,0,0,0,0,0,0,0,0,2,1
7.0,0,0,0,0,0,0,0,0,0,2,1
7.0,0,0,0,0,0,0,0,0,0,2,1
7.0,0,0,0,0,0,0,0,0,0,2,1
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
