0.0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0,0,0,0,0
0.0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,1,1,0,0,0,0,0,0,0,0
0.5,1,1,1,0,0,0,0,0,0,0,0
0.5,1,1,1,0,0,0,0,0,0,0,0
0.5,1,1,1,0,0,0,0,0,0,0,0
0.5,1,1,1,0,0,0,0,0,0,0,0
1.0,0,4,1,0,0,0,0,0,0,0,0
1.0,0,4,1,0,0,0,0,0,0,0,0
1.0,0,4,1,0,0,0,0,0,0,0,0
1.0,0,4,1,0,0,0,0,0,0,0,0
1.0,0,4,1,0,0,0,0,0,0,0,0
1.5,1,0,4,10,2,0,0,0,0,0,0
1.5,1,0,4,10,2,0,0,0,0,0,0
1.5,1,0,4,10,2,0,0,0,0,0,0
1.5,1,0,4,10,2,0,0,0,0,0,0
1.5,1,0,4,10,2,0,0,0,0,0,0
2.0,0,0,3,12,7,6,0,0,0,0,0
2.0,0,0,3,12,7,6,0,0,0,0,0
2.0,0,0,3,12,7,6,0,0,0,0,0
2.0,0,0,3,12,7,6,0,0,0,0,0
2.0,0,0,3,12,7,6,0,0,0,0,0
2.5,0,0,6,6,19,5,2,0,0,0,0
2.5,0,0,6,6,19,5,2,0,0,0,0
2.5,0,0,6,6,19,5,2,0,0,0,0
2.5,0,0,6,6,19,5,2,0,0,0,0
2.5,0,0,6,6,19,5,2,0,0,0,0
3.0,0,0,3,10,15,5,2,0,0,1,0
3.0,0,0,3,10,15,5,2,0,0,1,0
3.0,0,0,3,10,15,5,2,0,0,1,0
3.0,0,0,3,10,15,5,2,0,0,1,0
3.0,0,0,3,10,15,5,2,0,0,1,0
3.5,0,0,1,6,4,3,0,1,0,0,0
3.5,0,0,1,6,4,3,0,1,0,0,0
3.5,0,0,1,6,4,3,0,1,0,0,0
3.5,0,0,1,6,4,3,0,1,0,0,0
3.5,0,0,1,6,4,3,0,1,0,0,0
4.0,0,0,0,2,4,3,1,1,0,0,1
4.0,0,0,0,2,4,3,1,1,0,0,1
4.0,0,0,0,2,4,3,1,1,0,0,1
4.0,0,0,0,2,4,3,1,1,0,0,1
4.0,0,0,0,2,4,3,1,1,0,0,1
4.5,0,0,0,1,1,1,0,1,0,0,0
4.5,0,0,0,1,1,1,0,1,0,0,0
4.5,0,0,0,1,1,1,0,1,0,0,0
4.5,0,0,0,1,1,1,0,1,0,0,0
4.5,0,0,0,1,1,1,0,1,0,0,0
5.0,0,0,0,0,0,1,1,1,0,0,0
5.0,0,0,0,0,0,1,1,1,0,0,0
5.0,0,0,0,0,0,1,1,1,0,0,0
5.0,0,0,0,0,0,1,1,1,0,0,0
5.0,0,0,0,0,0,1,1,1,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,0,0,0
6.0,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,1,0,0
6.5,0,0,0,0,0,0,0,0,1,0,0
6.5,0,0,0,0,0,0,0,0,1,0,0
6.5,0,0,0,0,0,0,0,0,1,0,0
6.5,0,0,0,0,0,0,0,0,1,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
8.0,0,0,0,0,0,0,0,0,0,0,0
