0.0,2,1,0,0,0,0,0,0,0,0,0
0.5,3,7,2,0,0,0,0,0,0,0,0
1.0,0,11,26,8,2,0,0,0,0,0,0
1.5,0,9,39,63,25,2,0,0,0,0,0
2.0,0,11,43,68,69,71,8,0,0,0,0
2.5,0,3,18,99,73,108,35,3,0,0,0
3.0,0,1,32,167,93,74,28,15,5,8,0
3.5,0,0,8,79,132,69,16,10,11,11,0
4.0,0,0,0,37,116,104,29,7,5,24,13
4.5,0,0,0,6,27,49,33,12,7,7,14
5.0,0,0,0,1,7,13,18,7,5,1,0
5.5,0,0,0,1,0,5,7,4,0,2,0
6.0,0,0,0,0,0,3,3,2,4,1,0
6.5,0,0,0,0,1,0,3,2,1,4,1
7.0,0,0,0,0,0,0,3,0,0,2,1
7.5,0,0,0,0,0,0,0,0,1,1,0
8.0,0,0,0,0,0,0,0,0,0,0,0
