32,69.5,7.4,0.0,0,5.1,0,14,0,0,4,0,0,0,0
34,73.5,7.9,0.0,0,3.1,0,15,0,0,0,0,0,0,0
33,70.4,7.2,2.4,3,1.7,0,0,0,11,4,0,0,0,0
34,61.2,13.1,0.0,0,6.0,2,16,0,0,0,0,0,1,0
32,66.1,7.3,0.0,0,5.4,6,12,0,3,0,0,0,0,0
34,66.6,9.5,0.0,0,4.0,3,13,0,0,0,0,0,4,0
34,77.7,9.1,0.0,0,7.8,0,5,0,0,0,0,0,0,0
34,74.4,8.0,0.0,0,5.9,0,11,0,0,0,0,0,0,0
34,73.6,8.3,0.0,0,6.5,0,11,0,0,0,0,0,0,0
33,61.7,10.9,0.0,1,8.6,0,1,0,17,0,0,0,0,0
33,61.7,10.9,0.0,1,8.5,0,1,17,0,0,0,0,0,0
34,59.7,5.9,1.0,0,3.6,1,24,0,0,0,0,0,3,0
34,68.7,7.5,0.7,0,3.4,2,16,0,0,0,0,0,2,0
34,59.5,5.7,0.0,0,9.5,3,17,0,0,0,1,0,4,0
34,72.0,8.4,0.0,0,3.1,0,15,0,0,0,0,0,1,0
34,69.2,7.6,0.7,0,3.5,2,16,0,0,0,0,0,1,0
34,68.7,7.2,1.2,0,3.5,2,17,0,0,0,0,0,1,0
34,65.7,6.8,0.8,0,3.5,2,18,0,0,0,0,0,3,0
34,67.7,7.1,1.3,0,3.7,2,9,9,0,0,0,0,1,0
34,67.0,6.8,1.2,0,3.7,2,18,0,0,0,0,0,1,0
34,67.9,8.0,0.8,0,4.1,3,15,0,0,0,0,0,1,0
34,65.9,6.1,0.9,0,3.8,0,20,0,0,0,0,0,3,0
34,65.9,6.2,1.3,0,3.9,0,20,0,0,0,0,0,3,0
34,58.5,6.8,0.0,0,3.7,4,16,0,0,5,0,0,1,4
34,68.8,7.6,0.8,0,3.4,2,16,0,0,0,0,0,2,0
34,61.5,9.3,0.8,0,4.1,5,16,0,0,0,0,0,2,0
34,68.7,7.5,1.3,0,3.5,2,16,0,0,0,0,0,1,0
34,73.5,5.7,0.0,2,4.7,0,8,3,0,0,0,0,3,0
33,68.9,7.6,0.0,0,5.4,1,14,0,0,0,0,0,3,0
34,59.2,12.9,0.0,0,7.9,0,15,0,0,0,0,0,0,0
34,57.3,8.4,3.8,0,7.8,1,10,0,5,2,0,0,0,0
34,64.1,7.3,1.3,0,5.1,0,4,8,10,0,0,0,0,0
34,69.5,7.5,0.0,0,5.0,0,14,0,0,0,0,0,2,3
33,48.0,8.8,0.0,0,11.3,8,19,0,2,0,2,0,0,0
33,54.1,8.8,0.0,0,13.0,4,14,0,2,0,2,0,2,0
33,60.7,4.4,0.0,0,9.8,7,7,0,0,0,2,0,0,0
34,53.3,6.4,0.0,0,4.9,3,29,0,0,0,1,0,1,0
34,49.2,9.8,0.0,0,3.3,4,30,0,0,0,0,0,2,0
32,56.2,11.2,0.0,0,5.3,12,11,0,0,4,0,0,0,0
33,60.8,7.6,0.5,0,9.2,8,11,0,0,0,1,0,1,0
34,46.6,4.9,0.0,0,14.1,6,23,0,0,0,3,0,2,0
34,64.0,11.1,0.0,0,14.8,2,6,0,0,0,1,0,1,0
34,54.9,7.9,0.0,0,2.4,2,24,5,0,0,0,0,3,1
34,47.4,8.5,0.0,0,12.7,10,15,0,0,0,2,0,1,0
34,46.8,4.7,0.0,0,1.0,1,39,0,0,0,0,0,4,0
34,53.8,5.6,0.0,0,2.1,4,28,4,0,0,0,0,2,0
33,64.0,5.4,2.3,0,5.7,4,17,0,0,0,1,0,1,0
34,57.8,5.8,0.0,0,10.2,5,16,0,0,0,2,0,2,0
34,54.7,9.6,0.0,0,14.9,5,11,0,0,0,3,0,2,0
35,51.1,6.0,0.0,0,14.3,7,14,0,0,0,4,0,4,0
34,52.8,7.6,0.0,0,14.5,5,12,0,0,0,3,0,4,0
33,47.1,7.0,0.0,0,2.3,3,30,0,4,0,0,0,2,5
34,72.2,6.7,1.1,8,7.2,0,3,0,2,0,0,0,0,0
34,51.9,9.4,0.0,0,4.7,14,18,0,0,0,1,0,0,0
34,53.7,8.5,0.0,0,3.9,14,15,0,0,0,5,0,0,0
34,53.5,11.5,0.0,0,7.5,5,11,11,0,0,0,0,0,0
33,68.0,6.5,1.1,0,2.8,6,15,0,0,0,0,0,0,0
34,61.2,9.6,0.0,0,2.8,4,22,0,0,0,0,0,0,0
34,40.6,3.3,0.0,0,0.0,14,9,27,0,6,0,0,0,0
32,66.7,4.0,8.3,0,4.1,9,7,0,0,0,0,0,0,0
34,72.5,8.4,0.0,0,6.6,0,9,0,1,2,0,0,0,0
34,56.4,11.6,0.0,0,3.7,0,28,0,0,0,0,0,0,0
34,63.0,6.6,4.2,0,3.3,7,10,0,0,0,2,0,3,0
33,60.8,7.4,2.4,0,3.0,9,12,0,0,0,2,0,4,0
34,64.8,13.6,0.5,2,9.7,0,8,0,0,0,1,0,0,0
34,67.5,7.3,0.0,0,5.2,0,11,0,1,0,0,2,2,0
34,73.7,6.0,0.0,0,4.4,4,6,0,0,0,0,0,3,3
34,71.3,9.6,0.0,0,8.4,2,6,0,0,0,0,0,2,0
34,62.9,9.1,0.0,0,4.4,9,5,0,4,0,0,1,3,0
34,74.7,8.6,0.0,0,3.3,1,0,0,0,0,0,0,6,1
34,69.5,9.9,0.0,0,7.3,3,7,0,0,0,0,0,2,0
34,70.1,9.9,0.0,0,7.0,3,7,0,0,0,0,0,2,0
34,67.3,6.5,0.0,0,4.3,12,7,0,0,0,0,3,0,0
33,66.2,9.8,0.0,0,5.5,3,12,0,0,0,0,0,1,0
34,64.4,9.9,0.0,0,5.5,7,7,0,0,0,0,2,1,0
34,67.0,10.9,0.0,0,5.1,4,6,0,0,0,0,0,2,0
33,63.7,11.4,0.0,0,3.0,6,14,0,0,0,0,0,1,0
34,65.0,10.2,0.0,0,5.2,3,10,0,0,0,0,2,4,0
34,69.5,6.1,0.0,0,5.2,0,10,0,1,0,0,2,2,0
33,57.4,11.1,0.0,0,5.0,0,13,0,0,4,0,2,3,2
34,61.5,7.5,0.0,0,7.0,0,9,0,0,10,0,0,2,0
31,62.8,10.0,5.2,0,8.2,0,7,0,0,0,0,3,0,0
34,66.2,9.0,0.0,0,4.8,10,0,5,0,0,0,1,2,1
34,65.4,6.2,0.0,0,4.2,12,7,0,0,0,0,1,1,0
34,71.9,8.6,0.0,0,5.7,0,9,1,0,2,0,0,2,0
34,70.5,9.8,0.0,0,7.2,2,7,0,0,0,0,0,2,0
35,68.4,6.6,1.6,0,5.7,0,10,0,0,2,0,0,1,0
34,68.2,11.5,0.0,0,6.1,4,6,0,0,0,0,0,2,0
34,69.5,9.6,0.0,0,5.5,4,6,0,0,0,0,0,1,1
33,63.9,11.5,0.0,0,6.9,5,6,0,0,0,0,0,2,0
34,71.3,8.8,0.0,0,4.1,0,11,0,0,0,0,0,2,0
34,69.6,8.8,0.0,0,7.0,0,11,0,0,0,0,0,4,0
34,65.1,6.4,0.0,0,4.2,12,7,0,0,0,0,1,1,0
34,63.3,9.1,0.0,0,4.4,9,5,0,4,0,0,1,2,0
34,63.8,6.7,0.0,0,3.6,9,7,0,4,0,0,1,2,0
34,58.8,13.9,0.0,0,5.9,7,9,0,0,0,0,1,2,0
33,63.0,4.6,0.0,0,10.1,7,7,0,0,0,2,0,0,0
33,54.9,12.7,2.7,3,4.2,0,21,0,0,0,0,0,0,0
33,61.8,9.5,0.0,2,6.5,0,12,0,0,5,0,0,0,0
34,73.3,7.5,0.0,0,3.4,0,14,0,0,0,0,0,0,0
34,55.7,12.3,0.0,0,3.8,5,21,0,0,0,0,0,2,0
33,64.1,10.4,0.0,0,4.6,0,12,3,0,0,0,0,0,4
33,63.9,10.4,0.0,0,4.3,7,11,0,0,0,0,0,0,3
34,64.7,11.9,0.0,0,4.5,7,11,0,0,0,0,0,0,0
34,67.1,6.1,2.3,0,5.3,4,8,2,0,1,0,0,0,3
34,75.0,7.5,0.0,0,5.8,0,5,0,5,0,0,0,1,0
34,73.8,6.9,0.0,0,6.9,0,11,0,1,0,0,0,0,0
34,66.5,6.0,2.3,0,5.2,4,6,2,0,1,0,0,0,5
34,71.9,8.6,0.0,0,5.0,0,13,0,0,0,0,0,0,0
33,72.2,7.8,0.0,0,5.7,0,11,0,0,0,0,0,0,0
34,67.3,7.3,0.0,0,5.0,0,9,6,0,0,0,0,2,3
32,63.8,6.7,4.5,0,4.4,11,7,0,0,0,0,0,0,0
34,62.5,10.8,0.0,0,4.9,0,16,0,0,0,0,0,0,5
34,72.1,7.9,0.0,0,4.8,1,13,0,0,0,0,0,1,0
34,69.6,7.6,0.0,0,3.1,0,19,0,0,0,0,0,1,0
34,67.1,7.5,0.0,0,4.8,0,13,0,2,0,0,0,0,4
14,49.4,4.6,0.0,7,7.8,0,4,0,0,0,1,0,0,0
34,62.0,12.2,0.0,0,7.2,0,14,0,0,0,0,0,0,3
34,60.0,12.0,0.0,0,7.7,0,19,0,0,0,0,0,0,0
34,60.9,13.6,0.0,2,10.3,0,1,10,0,0,0,0,0,0
34,72.7,7.2,0.0,0,3.5,2,13,0,0,0,0,0,0,1
34,50.5,7.4,0.0,0,5.4,0,0,0,18,16,0,0,0,0
34,67.1,7.0,0.0,0,4.9,6,9,0,0,2,0,0,0,4
34,61.0,6.5,3.6,0,5.9,3,14,0,0,3,0,0,0,0
34,57.5,10.8,0.0,0,8.5,0,1,0,16,0,0,0,0,5
34,66.7,6.5,3.1,0,4.4,11,8,0,0,0,0,0,0,0
34,73.6,8.0,0.0,0,5.1,0,13,0,0,0,0,0,0,0
34,69.4,8.9,0.0,0,7.9,0,10,0,0,0,0,0,1,2
34,70.3,8.2,0.0,0,7.4,0,11,0,0,0,0,0,1,2
34,61.9,11.8,0.6,0,4.7,9,11,0,0,0,0,0,0,0
34,52.6,8.5,0.0,0,6.1,0,9,8,0,7,0,0,1,7
