20.0,2.68,0.49,0.84,0.32,0.68
20.0,2.69,0.31,0.62,0.30,0.70
20.0,2.69,0.40,0.45,0.44,0.56
20.0,2.70,0.30,0.61,0.31,0.69
20.0,2.70,0.31,0.62,0.37,0.63
20.0,2.70,0.34,0.61,0.23,0.77
20.0,2.71,0.15,0.00,1.00,0.00
20.0,2.71,0.19,0.61,0.24,0.76
20.0,2.71,0.26,0.51,0.28,0.72
20.0,2.71,0.29,0.42,0.27,0.73
20.0,2.71,0.31,0.62,0.38,0.62
20.0,2.73,0.19,0.14,0.54,0.46
20.0,2.73,0.31,0.62,0.37,0.63
20.0,2.73,0.50,0.83,0.32,0.68
20.0,2.73,0.79,0.75,0.94,0.06
20.0,2.73,0.85,0.44,0.48,0.52
20.0,2.74,0.28,0.39,0.27,0.73
20.0,2.74,0.29,0.38,0.26,0.74
20.0,2.74,0.31,0.62,0.31,0.69
20.0,2.76,0.36,0.53,0.29,0.71
20.0,2.77,0.29,0.38,0.26,0.74
20.0,2.80,0.20,0.66,0.21,0.79
20.0,2.81,0.34,0.61,0.23,0.77
20.0,2.81,0.43,0.76,0.37,0.63
20.0,2.83,0.72,0.00,0.96,0.04
20.0,2.84,0.25,0.62,0.31,0.69
20.0,2.85,0.29,0.00,0.63,0.37
20.0,2.86,0.23,0.62,0.32,0.68
20.0,2.86,0.38,0.26,0.60,0.40
20.0,2.87,0.34,0.61,0.23,0.77
20.0,2.87,0.46,0.44,0.20,0.80
20.0,2.88,0.34,0.61,0.23,0.77
20.0,2.89,0.26,0.66,0.29,0.71
20.0,2.90,0.30,0.55,0.33,0.67
20.0,2.90,0.46,0.83,0.31,0.69
20.0,2.91,0.18,0.16,0.72,0.28
20.0,2.91,0.19,0.27,0.56,0.44
20.0,2.91,0.27,0.30,0.27,0.73
20.0,2.91,0.39,0.74,0.32,0.68
