"ave_orton_cone_id","SiO2","Al2O3","B2O3","Li2O","MgO","CaO","SrO","BaO","ZnO","P2O5","MnO2","Fe2O3","TiO2"
30,50,14,0,10,0,8,0,0,0,2,0,0,8
30,50,19,4,0,0,21,0,0,0,0,0,0,0
30,50,4,6,0,9,9,0,9,1,0,2,0,3
30,50,6,0,0,9,12,0,0,0,3,0,2,2
30,50,6,0,7,0,10,0,0,22,0,0,0,0
30,50,6,26,0,0,17,0,0,0,0,0,0,0
30,50,7,0,0,6,14,0,0,0,3,0,4,0
30,50,8,0,0,0,6,19,0,10,0,0,0,0
30,50,8,0,0,0,6,19,0,10,0,0,1,0
30,50,8,13,2,2,14,0,0,0,0,0,0,7
30,50,8,6,0,3,9,0,9,0,0,0,2,10
30,50,8,6,4,0,8,0,9,8,0,0,0,3
30,50,9,0,0,10,9,0,0,0,3,0,0,0
30,50,9,1,4,0,13,6,0,0,0,0,1,12
30,51,10,0,0,4,17,0,0,0,0,0,3,0
30,51,10,0,0,7,11,0,0,0,3,0,2,0
30,51,10,0,2,0,0,0,19,11,0,0,0,0
30,51,10,2,8,1,10,0,0,0,0,0,1,4
30,51,10,2,8,1,10,0,0,0,0,0,2,4
30,51,10,5,0,0,27,0,0,0,0,0,0,0
30,51,11,0,4,7,12,8,0,0,0,0,0,0
30,51,11,0,8,0,0,0,19,0,0,2,1,0
30,51,11,1,4,7,13,0,0,0,0,0,2,6
30,51,11,4,3,6,12,0,0,0,0,0,2,5
30,51,12,0,7,0,0,20,0,0,0,0,0,0
30,51,13,0,4,3,19,0,0,0,2,0,0,0
30,51,13,3,0,23,4,0,0,0,0,0,0,0
30,51,13,5,0,6,15,0,0,0,0,0,1,4
30,51,14,0,10,0,8,0,0,0,2,0,4,0
30,51,17,2,0,0,24,0,0,0,0,0,2,0
30,51,4,0,3,6,16,0,0,9,0,0,0,6
30,51,4,12,0,0,8,0,1,7,0,0,1,0
30,51,6,0,0,1,7,4,0,28,0,0,0,0
30,51,6,0,0,7,14,0,0,0,4,0,4,0
30,51,7,3,0,12,15,0,0,0,3,0,4,0
30,51,7,5,0,10,10,0,0,0,0,0,0,2
30,51,7,5,3,1,18,0,4,0,0,0,0,0
30,51,8,3,0,12,6,0,0,4,0,0,0,5
30,51,9,0,0,0,32,0,0,0,0,0,2,0
30,51,9,1,4,0,13,6,0,0,0,0,0,11
30,51,9,2,8,1,11,0,0,0,0,0,2,4
30,51,9,4,0,22,5,0,0,0,0,0,0,0
30,52,10,0,0,2,17,0,0,10,0,0,0,0
30,52,10,0,4,7,12,8,0,0,0,0,0,0
30,52,10,1,8,0,8,0,0,0,0,0,0,7
30,52,10,9,0,0,21,0,0,0,0,0,0,0
30,52,11,0,5,10,22,0,0,0,0,0,0,0
30,52,11,0,5,7,12,8,0,0,0,0,0,0
30,52,11,4,0,0,15,9,0,0,0,0,1,0
30,52,11,4,0,0,17,8,0,0,0,0,1,0
30,52,11,4,3,0,4,15,0,0,0,0,0,0
30,52,11,5,0,6,20,0,0,0,0,0,0,0
30,52,12,0,0,0,13,0,13,0,0,0,0,0
30,52,12,0,0,0,21,0,0,5,0,0,0,0
30,52,12,0,0,16,14,0,0,0,0,0,0,0
30,52,13,0,0,15,16,0,0,0,0,0,1,0
30,52,13,4,0,10,15,0,0,0,0,0,0,0
30,52,13,4,0,8,13,0,0,0,0,0,5,0
30,52,14,0,0,0,14,0,0,11,0,0,2,0
30,52,4,5,0,9,14,10,0,0,0,2,0,0
30,52,5,0,0,0,5,0,0,4,0,0,0,0
30,52,5,1,0,0,8,0,0,20,0,0,0,8
30,52,5,6,0,9,10,0,9,1,0,2,0,0
30,52,6,0,4,0,0,0,19,14,0,0,0,0
30,52,6,1,0,8,14,0,0,0,3,0,7,0
30,52,6,4,3,7,11,0,0,0,0,0,0,13
30,52,7,0,7,8,15,0,0,0,2,0,0,3
30,52,7,1,0,2,24,5,0,0,0,0,5,1
30,52,8,12,0,2,10,0,0,0,0,0,0,0
30,52,8,6,0,0,27,0,0,0,0,0,0,0
30,52,8,6,0,5,11,0,0,0,0,0,5,0
30,52,9,0,0,0,13,0,0,20,0,0,0,0
30,52,9,0,0,0,6,17,0,10,0,0,0,0
30,52,9,4,3,8,12,0,0,0,0,0,1,0
30,53,10,0,0,0,29,0,0,0,0,0,2,0
30,53,10,0,0,0,9,8,0,10,0,0,0,3
30,53,10,0,0,7,7,12,0,0,0,0,1,0
30,53,10,2,8,1,10,0,0,0,0,0,0,4
30,53,11,0,0,0,1,0,0,0,0,0,0,0
30,53,11,0,0,8,12,0,3,5,0,0,0,0
30,53,11,0,1,2,2,9,0,0,0,0,0,13
30,53,11,0,7,0,0,0,20,0,0,0,0,0
30,53,11,11,0,0,0,0,10,0,0,0,0,0
30,53,11,3,0,5,17,0,0,0,0,0,0,0
30,53,11,3,0,6,20,0,0,0,0,0,3,1
30,53,11,4,0,0,5,13,0,0,0,0,0,2
30,53,11,4,0,1,4,11,0,0,0,0,1,9
30,53,12,0,0,0,8,0,0,21,0,0,0,0
30,53,12,6,9,0,6,0,14,0,0,0,0,0
30,53,13,0,0,0,13,0,0,10,0,0,0,0
30,53,13,0,0,0,14,0,0,7,0,0,0,5
30,53,13,2,0,0,12,0,0,12,0,0,0,0
30,53,13,4,11,1,4,0,0,0,0,0,0,4
30,53,14,0,0,0,27,0,0,0,0,0,0,0
30,53,14,0,10,0,8,0,0,0,2,0,4,0
30,53,15,0,3,0,17,4,0,0,0,0,0,0
30,53,16,4,0,0,21,0,0,0,0,0,0,0
30,53,18,4,0,0,20,0,0,0,0,0,0,0
30,53,4,10,0,0,17,0,0,4,0,0,1,0
30,53,4,10,0,2,26,0,0,0,0,1,1,1
30,53,5,15,0,0,18,0,0,0,0,0,1,2
30,53,6,0,0,0,34,0,0,0,0,0,1,0
30,53,6,0,0,11,13,0,0,0,3,0,6,0
30,53,7,0,0,0,13,0,0,22,0,0,0,0
30,53,7,0,0,0,9,0,0,31,0,0,0,0
30,53,7,0,4,20,7,0,0,0,0,0,0,0
30,53,7,3,0,9,16,0,0,0,0,0,1,5
30,53,7,3,0,9,17,0,0,0,0,0,1,4
30,53,7,5,0,0,28,0,0,0,0,0,0,0
30,53,8,2,0,5,8,0,0,5,0,0,2,6
30,53,8,3,0,11,13,0,0,0,0,0,0,0
30,53,8,5,0,11,11,0,0,0,0,0,0,0
30,53,8,7,0,0,23,0,0,0,0,0,0,4
30,53,9,0,0,0,17,0,0,9,0,0,0,4
30,53,9,0,0,6,6,11,0,0,0,0,1,0
30,53,9,0,0,6,6,11,0,0,0,0,2,0
30,53,9,3,8,1,8,0,0,0,0,0,0,11
30,53,9,4,2,8,11,0,0,0,0,0,1,11
30,54,10,0,0,0,8,0,8,10,0,0,0,3
30,54,10,0,0,4,17,0,0,7,0,0,0,2
30,54,10,1,0,12,18,0,0,0,0,0,0,0
30,54,10,3,8,1,8,0,0,0,0,0,0,9
30,54,11,0,0,0,17,0,0,10,0,0,0,0
30,54,11,0,0,7,12,8,0,0,0,0,0,0
30,54,11,1,0,0,21,0,0,0,0,0,0,1
30,54,11,1,0,0,25,0,0,0,0,0,0,0
30,54,11,1,0,0,27,0,0,0,0,0,0,0
30,54,11,1,0,8,9,0,0,0,0,0,1,0
30,54,11,1,6,0,9,13,0,0,0,0,0,0
30,54,11,2,0,0,27,0,0,0,0,0,0,0
30,54,11,2,0,7,12,0,0,0,0,0,0,6
30,54,11,5,5,0,5,0,10,0,0,0,0,0
30,54,11,6,0,1,15,0,0,3,0,0,0,2
30,54,12,0,0,0,1,0,16,0,0,0,0,0
30,54,12,0,0,0,1,0,17,0,0,0,0,4
30,54,12,0,0,0,13,0,0,13,0,0,0,0
30,54,12,0,0,10,14,0,0,0,0,0,0,3
30,54,12,0,0,11,15,0,0,0,0,0,0,0
30,54,12,0,0,9,9,0,0,0,0,0,0,0
30,54,12,1,0,8,9,0,0,0,0,0,0,0
30,54,12,2,0,7,10,0,0,0,0,0,0,0
30,54,12,9,0,2,16,0,0,0,0,0,0,0
30,54,13,1,0,9,12,0,0,0,0,0,0,3
30,54,13,3,0,6,4,0,0,0,0,0,0,0
30,54,13,4,0,0,1,18,0,0,0,0,0,0
30,54,14,0,0,2,18,0,0,0,1,0,2,0
30,54,14,4,0,0,18,0,0,0,0,0,2,0
30,54,15,4,0,8,9,0,0,0,0,0,5,0
30,54,2,5,0,8,19,0,1,1,0,0,1,4
30,54,3,5,0,7,19,0,1,1,0,2,0,2
30,54,4,14,0,3,13,0,0,0,0,0,1,5
30,54,5,0,0,0,9,0,0,22,0,0,0,5
30,54,6,0,0,0,11,0,0,22,0,0,0,0
30,54,6,2,0,8,21,0,0,0,0,0,0,4
30,54,6,4,0,4,13,0,0,0,2,0,2,3
30,54,6,4,3,7,11,0,0,0,0,0,0,12
30,54,7,0,0,0,32,0,0,0,0,0,1,0
30,54,7,0,0,0,5,0,10,15,0,0,0,0
30,54,7,0,0,0,6,0,0,21,0,0,0,4
30,54,7,0,0,14,24,0,0,0,0,0,0,0
30,54,7,9,4,5,11,0,0,0,0,0,0,11
30,54,8,0,0,0,14,0,0,6,0,0,1,11
30,54,8,0,0,7,24,0,0,0,0,0,5,1
30,54,8,0,8,0,0,27,0,0,0,0,0,0
30,54,8,13,0,2,11,0,0,0,0,0,0,0
30,54,8,3,0,7,19,0,0,0,0,0,0,0
30,54,8,3,0,8,16,0,0,0,0,0,0,4
30,54,8,5,0,0,22,0,0,0,2,0,2,0
30,54,8,8,0,2,19,0,0,2,0,0,0,0
30,54,9,0,0,0,0,0,19,3,0,0,0,5
30,54,9,0,0,0,15,0,0,9,0,0,0,9
30,54,9,0,0,0,24,0,0,6,0,0,0,0
30,54,9,0,0,8,16,0,0,0,1,0,1,5
30,54,9,0,0,9,10,8,0,0,0,0,0,0
30,54,9,0,0,9,10,8,0,0,0,0,1,0
30,54,9,0,3,0,11,0,0,12,0,0,0,4
30,54,9,12,0,3,11,0,0,0,0,0,2,1
30,54,9,3,0,4,15,0,0,0,0,0,0,0
30,54,9,3,2,1,15,0,4,3,0,0,0,0
30,54,9,3,8,1,9,0,0,0,0,0,0,9
30,54,9,7,0,6,13,0,0,0,0,3,0,5
30,54,9,7,0,7,11,0,0,0,0,0,0,0
30,55,10,0,0,0,13,0,0,7,0,0,1,5
30,55,10,0,0,2,14,0,0,8,0,0,0,5
30,55,10,0,0,9,10,8,0,0,0,0,0,0
30,55,10,1,6,0,9,13,0,0,0,0,0,0
30,55,10,1,8,0,9,0,0,0,0,0,1,4
30,55,10,2,0,5,8,0,0,5,0,0,2,0
30,55,10,2,0,7,11,0,0,0,0,0,0,6
30,55,10,2,3,10,8,0,0,0,0,0,0,3
30,55,10,3,6,1,11,0,0,0,0,0,1,6
30,55,10,3,8,1,9,0,0,0,0,0,0,7
30,55,10,6,0,2,6,0,0,4,0,2,1,2
30,55,11,0,0,0,13,0,0,7,0,0,0,5
30,55,11,0,0,0,18,6,0,0,0,0,1,2
30,55,11,0,0,0,24,0,0,0,0,0,3,0
30,55,11,0,0,2,5,0,0,2,0,0,0,10
30,55,11,0,3,6,6,0,0,0,0,0,0,0
30,55,11,1,0,8,10,0,0,0,0,0,1,0
30,55,11,2,0,1,3,13,0,0,0,0,0,5
30,55,11,3,0,0,18,0,0,0,0,0,1,2
30,55,11,3,2,8,12,0,0,1,0,0,0,0
30,55,11,3,2,9,15,0,0,0,0,0,0,0
30,55,11,3,6,1,11,0,0,0,0,0,0,5
30,55,11,3,6,1,11,0,0,0,0,0,0,6
30,55,11,4,0,4,19,0,0,0,0,0,0,0
30,55,11,4,0,7,10,0,0,0,0,0,5,0
30,55,11,4,2,5,8,4,0,0,0,0,0,7
30,55,11,5,0,4,9,0,0,0,0,0,4,0
30,55,12,0,0,0,1,0,16,0,0,0,0,3
30,55,12,0,0,0,13,0,0,7,0,0,6,0
30,55,12,0,0,0,14,0,0,12,0,0,0,0
30,55,12,0,2,7,7,0,0,4,0,0,0,0
30,55,12,0,2,7,8,0,0,4,0,0,0,0
30,55,12,0,2,9,9,0,0,0,0,0,0,0
30,55,12,1,0,0,14,0,0,8,0,0,0,3
30,55,12,1,0,8,8,0,0,0,0,0,0,0
30,55,12,3,0,5,18,0,0,0,0,0,0,0
30,55,12,5,0,5,14,0,0,0,0,0,0,0
30,55,13,0,0,0,1,16,0,0,0,0,0,4
30,55,13,0,0,0,15,0,0,11,0,0,0,0
30,55,13,0,0,0,23,0,0,0,0,0,0,0
30,55,13,0,0,10,14,0,0,0,0,0,0,0
30,55,13,0,0,7,11,0,0,0,1,0,2,0
30,55,13,0,0,9,9,0,0,0,0,0,0,0
30,55,13,0,1,0,0,12,0,0,0,0,0,5
30,55,13,0,2,7,7,0,0,4,0,0,0,2
30,55,13,1,0,8,8,0,0,0,0,0,0,0
30,55,13,5,0,0,21,0,0,0,0,0,0,0
30,55,14,4,0,0,22,0,0,0,0,0,0,0
30,55,3,3,4,8,14,2,0,0,1,0,0,0
30,55,3,9,0,17,10,0,0,0,0,0,0,4
30,55,4,5,0,18,8,0,1,1,0,2,0,2
30,55,6,0,0,0,12,0,0,14,0,0,4,4
30,55,6,0,0,4,24,0,3,0,0,0,0,4
30,55,6,14,0,0,19,0,0,0,0,0,0,0
30,55,6,14,0,3,12,0,0,0,0,4,4,0
30,55,6,23,0,0,16,0,0,0,0,0,0,0
30,55,6,4,0,9,13,0,0,0,2,0,6,0
30,55,6,5,0,10,12,0,0,0,1,0,6,0
30,55,6,7,0,1,8,0,0,0,0,0,0,0
30,55,6,7,0,2,25,0,0,0,0,0,2,1
30,55,6,7,0,3,5,0,12,0,0,0,0,5
30,55,6,9,0,10,16,0,0,0,0,0,0,0
30,55,7,5,0,5,13,0,0,0,2,0,7,0
30,55,7,6,0,2,22,0,0,0,0,0,0,0
30,55,8,0,0,3,24,0,4,0,0,0,1,0
30,55,8,0,2,7,11,0,0,0,3,0,0,3
30,55,8,12,0,3,11,0,0,0,0,0,0,0
30,55,8,2,0,10,13,0,0,0,2,0,4,0
30,55,8,7,0,11,13,0,0,0,0,0,0,0
30,55,8,7,0,4,14,0,0,0,0,0,0,7
30,55,9,0,0,0,16,0,0,9,0,0,3,5
30,55,9,0,0,0,16,0,0,9,0,0,5,2
30,55,9,0,0,0,16,0,0,9,0,3,0,0
30,55,9,2,0,11,18,0,0,0,0,0,0,0
30,55,9,4,0,0,17,0,0,0,0,0,0,0
30,55,9,5,0,1,12,0,6,0,0,0,0,0
30,56,10,0,0,0,13,0,0,7,0,0,1,5
30,56,10,0,0,0,14,0,2,8,0,0,0,5
30,56,10,1,0,0,25,0,0,0,0,0,0,0
30,56,10,2,0,0,25,0,0,0,0,0,0,0
30,56,10,2,6,0,19,0,0,0,0,0,2,0
30,56,10,3,0,0,11,0,0,6,0,0,0,5
30,56,10,3,1,0,4,11,0,0,0,0,0,3
30,56,11,0,0,0,18,0,0,4,0,0,2,3
30,56,11,0,0,0,26,0,0,0,0,0,1,0
30,56,11,0,0,2,13,0,0,7,0,0,0,4
30,56,11,0,4,0,0,0,12,0,0,1,0,7
30,56,11,2,0,0,3,13,0,0,0,0,0,5
30,56,11,2,0,0,4,13,0,0,0,0,0,5
30,56,11,2,0,7,11,0,0,0,0,2,2,0
30,56,11,2,0,7,12,0,0,0,0,0,0,4
30,56,11,2,2,0,3,11,0,0,0,0,0,0
30,56,11,4,0,0,22,0,0,0,0,0,0,0
30,56,11,4,0,5,10,0,0,0,0,3,0,5
30,56,11,4,0,7,12,0,0,0,0,0,0,4
30,56,11,4,0,9,10,0,0,0,0,0,0,0
30,56,11,6,0,8,15,0,0,0,0,0,0,0
30,56,12,0,0,5,14,0,0,8,0,0,0,0
30,56,12,1,0,0,1,14,0,0,0,0,0,3
30,56,12,1,0,0,3,14,0,0,0,0,0,2
30,56,12,3,0,0,16,0,0,0,0,0,0,6
30,56,12,3,0,1,16,0,0,0,0,0,2,4
30,56,12,3,0,5,18,0,0,0,0,0,0,0
30,56,12,4,0,0,15,0,0,0,0,0,0,5
30,56,12,4,0,0,22,0,0,0,0,0,0,0
30,56,12,4,0,0,4,14,0,0,0,0,0,0
30,56,12,4,0,1,12,0,0,6,0,0,3,0
30,56,12,4,0,1,21,0,0,0,0,0,0,0
30,56,12,5,0,0,22,0,0,0,0,0,0,0
30,56,12,9,0,1,15,0,0,0,0,0,0,0
30,56,13,0,0,0,0,16,0,0,0,0,0,5
30,56,13,0,0,0,14,0,0,11,0,0,0,0
30,56,13,0,0,17,1,0,0,2,0,0,0,0
30,56,13,0,0,9,13,0,0,0,0,0,0,0
30,56,13,0,4,8,12,0,0,0,0,0,0,0
30,56,13,7,7,1,8,0,0,0,0,0,0,0
30,56,14,0,1,0,23,0,0,0,0,0,0,0
30,56,2,5,0,8,19,0,1,1,0,0,0,0
30,56,3,2,9,3,10,0,1,0,0,0,6,4
30,56,3,5,0,17,8,0,1,1,0,2,0,2
30,56,3,5,0,7,20,0,1,1,0,2,0,0
30,56,4,11,0,5,14,0,0,0,0,1,1,0
30,56,5,0,10,0,3,0,0,19,0,0,0,7
30,56,5,1,0,8,12,0,0,0,2,0,6,0
30,56,5,14,0,3,12,0,0,0,0,0,3,3
30,56,5,15,0,3,13,0,0,0,0,0,0,5
30,56,5,3,0,10,13,0,0,0,2,0,6,0
30,56,5,4,0,9,13,0,0,0,2,0,5,0
30,56,6,0,3,8,12,0,0,0,4,0,7,0
30,56,6,3,0,0,32,0,0,0,0,0,0,0
30,56,6,4,0,10,13,0,0,0,2,0,4,0
30,56,6,4,0,3,8,0,0,6,0,0,1,10
30,56,6,4,0,9,13,0,0,0,2,0,6,0
30,56,7,0,0,0,13,0,0,6,0,0,1,13
30,56,7,0,0,0,16,0,0,7,0,0,0,7
30,56,7,0,0,0,29,0,0,0,0,0,1,0
30,56,7,4,0,8,13,0,0,0,3,0,6,0
30,56,7,5,0,0,19,0,0,3,0,0,0,0
30,56,7,6,0,8,10,0,0,0,1,0,8,0
30,56,8,0,0,5,18,0,0,0,0,0,0,7
30,56,8,1,2,0,17,0,0,0,0,0,0,0
30,56,8,3,0,4,10,0,0,0,2,0,1,2
30,56,8,4,0,6,8,0,0,0,0,0,0,0
30,56,8,5,0,0,23,0,0,0,2,0,0,0
30,56,8,6,0,0,20,0,0,0,0,0,4,0
30,56,8,8,0,0,24,0,0,0,0,0,0,0
30,56,9,0,0,0,16,0,0,8,0,1,1,0
30,56,9,0,0,0,16,0,0,9,0,0,4,0
30,56,9,0,0,2,13,0,0,7,0,0,1,6
30,56,9,0,0,9,9,6,0,0,0,0,0,0
30,56,9,0,3,4,4,0,9,0,0,0,1,0
30,56,9,0,3,7,10,0,0,0,0,2,0,0
30,56,9,13,0,2,10,0,0,0,0,0,0,0
30,56,9,2,0,12,11,0,0,0,0,0,0,3
30,56,9,2,2,5,14,0,0,0,2,0,5,0
30,56,9,3,3,1,15,0,3,0,0,0,0,0
30,56,9,4,2,7,10,0,1,1,0,0,1,0
30,56,9,4,8,0,10,0,0,0,0,0,0,7
30,56,9,5,0,0,13,0,5,0,0,0,0,0
30,57,10,0,0,0,0,0,20,4,0,0,0,0
30,57,10,0,0,0,13,0,0,7,0,0,0,3
30,57,10,0,0,0,13,0,0,7,0,0,0,5
30,57,10,0,0,0,13,0,2,8,0,0,0,4
30,57,10,0,0,0,14,0,0,10,0,0,0,3
30,57,10,0,0,0,14,0,0,8,0,0,0,5
30,57,10,0,0,0,18,0,6,0,0,0,1,2
30,57,10,0,0,0,5,10,0,5,0,0,0,2
30,57,10,0,0,1,12,0,0,7,0,0,1,6
30,57,10,0,2,1,18,0,0,0,0,0,0,8
30,57,10,2,0,0,4,13,0,0,0,0,0,5
30,57,10,2,0,1,18,0,0,0,0,0,0,0
30,57,10,3,8,1,9,0,0,0,0,0,0,5
30,57,10,4,0,0,17,0,0,3,0,0,1,0
30,57,10,4,0,0,20,0,0,0,0,0,0,5
30,57,10,9,0,6,7,0,1,2,0,0,0,0
30,57,11,0,0,2,18,0,0,0,1,0,2,0
30,57,11,0,0,3,18,0,0,0,0,0,0,0
30,57,11,0,2,8,8,0,0,8,0,0,0,0
30,57,11,0,4,0,0,0,12,0,0,0,0,5
30,57,11,0,6,0,1,9,0,0,0,0,0,4
30,57,11,1,0,0,14,0,0,8,0,0,0,0
30,57,11,1,0,3,11,0,1,5,0,0,0,5
30,57,11,2,0,7,12,0,0,0,0,0,3,0
30,57,11,3,0,7,13,0,0,0,0,0,1,4
30,57,11,3,6,1,10,0,0,0,0,0,0,5
30,57,11,4,0,0,14,0,0,0,0,0,1,3
30,57,11,4,0,1,4,9,0,0,0,0,1,6
30,57,11,4,0,6,10,0,0,0,0,0,0,3
30,57,11,4,0,6,11,0,0,0,0,0,0,9
30,57,11,4,0,7,10,0,0,0,0,0,0,3
30,57,11,4,2,6,11,0,0,0,0,0,0,5
30,57,12,0,0,0,13,0,0,7,0,0,0,5
30,57,12,0,0,0,13,0,0,7,0,0,1,4
30,57,12,0,0,0,14,0,0,5,0,0,3,0
30,57,12,0,0,1,2,16,0,0,0,0,0,0
30,57,12,0,0,14,6,0,0,2,0,0,0,0
30,57,12,0,0,17,3,0,0,0,0,0,0,0
30,57,12,0,0,5,14,0,0,0,0,0,0,0
30,57,12,0,1,1,0,13,0,0,0,0,0,3
30,57,12,1,0,7,15,0,0,0,0,0,0,0
30,57,12,2,0,0,15,0,0,0,0,0,0,4
30,57,12,2,0,7,12,0,0,0,0,0,0,4
30,57,12,3,0,0,11,0,0,3,0,0,4,0
30,57,12,3,0,0,16,0,0,0,0,0,0,5
30,57,12,3,0,1,14,0,0,0,0,0,2,0
30,57,12,4,0,0,13,8,0,0,0,0,0,0
30,57,12,4,0,0,21,0,0,0,0,0,0,0
30,57,12,5,0,6,12,0,0,0,0,0,0,0
30,57,12,5,0,9,14,0,0,0,0,0,0,0
30,57,13,0,0,0,1,0,17,0,0,0,0,0
30,57,13,0,0,0,16,0,0,4,0,0,1,3
30,57,13,0,0,9,9,0,0,0,0,0,0,0
30,57,13,1,0,0,1,14,0,0,0,0,0,0
30,57,13,1,3,12,1,0,0,0,0,0,0,0
30,57,13,2,6,0,7,0,0,0,0,0,0,4
30,57,13,3,0,1,16,0,0,0,0,0,0,4
30,57,13,4,0,0,5,0,15,0,0,0,0,0
30,57,13,4,0,1,16,0,0,0,0,0,0,4
30,57,13,4,0,7,11,0,0,0,0,0,0,0
30,57,14,0,4,4,8,0,0,0,0,0,0,0
30,57,14,3,0,0,14,0,0,0,0,0,0,4
30,57,14,6,0,9,8,0,0,0,0,0,0,0
30,57,14,7,7,1,8,0,0,0,0,0,0,0
30,57,4,14,0,1,2,0,2,3,0,0,3,0
30,57,4,5,0,18,8,0,1,1,0,2,0,0
30,57,5,0,0,0,9,0,0,22,0,0,0,0
30,57,6,0,0,0,9,0,0,21,0,0,0,0
30,57,6,0,0,0,9,0,0,23,0,0,0,0
30,57,6,0,0,2,19,0,0,0,1,0,1,0
30,57,6,0,0,4,10,0,0,0,3,0,2,3
30,57,6,0,0,4,15,0,0,0,3,0,7,0
30,57,6,11,0,1,12,0,0,0,0,0,3,3
30,57,6,12,4,0,2,0,0,0,0,0,2,0
30,57,6,14,0,3,13,0,0,0,0,0,0,3
30,57,6,2,1,0,12,0,0,13,0,0,0,4
30,57,6,4,0,1,16,0,0,0,0,0,0,0
30,57,6,5,0,3,8,0,0,6,0,0,0,8
30,57,6,6,0,3,8,0,0,6,0,0,1,8
30,57,6,8,1,5,15,0,0,0,0,0,1,0
30,57,6,9,0,8,10,0,0,0,0,0,0,0
30,57,7,0,0,0,10,0,10,8,0,0,5,0
30,57,7,0,0,16,16,0,0,0,0,0,0,0
30,57,7,11,0,0,12,0,0,0,0,0,1,3
30,57,7,13,0,3,12,0,0,0,0,0,4,0
30,57,7,2,0,5,6,0,0,0,0,2,3,10
30,57,7,4,3,7,12,0,0,0,0,0,0,6
30,57,7,5,0,0,14,0,1,1,0,0,0,8
30,57,7,5,0,3,19,0,0,0,0,0,0,0
30,57,7,6,0,0,20,0,0,0,0,0,0,0
30,57,7,6,0,4,12,0,0,0,0,0,0,8
30,57,7,9,0,5,15,0,0,0,0,0,0,0
30,57,8,0,0,0,15,0,0,8,0,1,1,0
30,57,8,0,0,2,15,0,0,7,0,0,5,0
30,57,8,1,0,8,9,0,0,2,0,0,0,8
30,57,8,2,0,0,17,1,0,0,0,0,0,8
30,57,8,3,0,1,3,10,0,9,0,0,0,0
30,57,8,3,5,3,11,0,0,3,0,0,0,0
30,57,8,5,0,1,18,0,0,0,0,0,0,0
30,57,9,0,0,0,16,0,0,9,0,0,0,0
30,57,9,0,0,0,16,0,0,9,0,0,0,1
30,57,9,0,0,0,16,0,0,9,0,0,0,3
30,57,9,0,0,0,6,0,15,0,0,0,0,0
30,57,9,3,0,0,17,0,0,0,0,0,0,4
30,57,9,3,0,1,3,11,0,10,0,0,0,0
30,57,9,3,0,1,4,11,0,10,0,0,0,0
30,57,9,4,4,7,12,0,0,0,0,0,0,3
30,57,9,4,4,7,12,0,0,0,0,0,1,3
30,57,9,5,0,4,9,0,0,0,0,0,4,0
30,57,9,5,1,8,11,0,0,0,0,0,0,0
30,58,1,7,0,10,15,0,1,1,0,0,0,0
30,58,10,0,0,0,13,0,0,7,0,0,0,3
30,58,10,0,0,0,13,0,0,8,0,0,0,5
30,58,10,0,0,0,16,0,10,0,0,0,0,0
30,58,10,0,0,1,16,0,0,8,0,0,1,0
30,58,10,5,0,7,11,0,0,0,0,0,1,2
30,58,10,6,0,6,13,0,0,0,0,0,0,4
30,58,11,0,0,0,14,0,0,8,0,0,0,2
30,58,11,0,0,0,15,0,0,7,0,0,0,2
30,58,11,0,0,0,24,0,0,0,0,0,2,1
30,58,11,0,0,6,6,0,0,0,0,12,2,0
30,58,11,0,1,0,1,9,0,0,0,0,0,4
30,58,11,0,1,4,4,13,0,0,0,0,0,0
30,58,11,0,2,8,7,0,0,8,0,0,0,0
30,58,11,0,2,8,8,0,0,8,0,0,0,0
30,58,11,0,4,0,0,0,12,0,0,0,0,4
30,58,11,0,4,0,0,0,12,0,0,0,1,0
30,58,11,0,6,0,1,9,0,0,0,0,0,4
30,58,11,2,0,7,12,0,0,0,0,0,0,2
30,58,11,3,0,7,9,0,0,0,0,0,0,3
30,58,11,3,0,8,9,0,0,0,0,0,0,4
30,58,11,4,0,6,11,0,0,0,0,0,3,5
30,58,11,4,0,6,11,0,0,0,0,0,6,1
30,58,11,4,0,6,11,0,0,0,0,3,0,5
30,58,11,5,1,0,4,5,0,0,0,0,0,4
30,58,12,0,0,0,16,0,0,7,0,0,0,0
30,58,12,0,0,5,14,0,0,0,0,0,0,0
30,58,12,0,1,1,1,13,0,0,0,0,0,3
30,58,12,0,2,0,0,15,0,0,0,0,0,0
30,58,12,0,6,0,13,0,0,0,0,0,0,5
30,58,12,0,9,0,12,0,0,0,0,0,0,5
30,58,12,1,4,8,9,0,0,0,0,0,1,0
30,58,12,2,0,3,20,0,0,0,0,0,0,0
30,58,12,2,0,8,12,0,0,0,0,0,0,0
30,58,12,3,0,0,16,0,0,0,0,0,1,4
30,58,12,3,0,1,12,0,0,9,0,0,0,0
30,58,12,4,0,0,12,0,0,3,0,0,3,0
30,58,12,4,0,0,18,0,0,0,0,0,0,2
30,58,12,4,0,7,9,0,0,0,0,0,0,0
30,58,12,5,5,6,7,0,0,0,0,0,2,0
30,58,13,0,0,0,1,0,15,0,0,0,0,0
30,58,13,0,0,0,13,0,0,4,0,0,0,4
30,58,13,0,0,0,14,0,0,3,0,0,0,4
30,58,13,0,0,7,12,0,0,0,0,0,1,0
30,58,13,0,0,7,18,0,0,0,0,0,0,0
30,58,13,0,4,8,12,0,0,0,0,0,0,0
