32.0,69.5,7.4,0.0,0.0,1.5,3.6,0.0,13.6,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,73.5,7.9,0.0,0.0,2.2,0.9,0.1,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
32.5,70.4,7.2,2.4,2.7,0.2,1.4,0.1,0.2,0.0,10.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
34.0,61.2,13.1,0.0,0.0,4.1,1.9,2.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0
32.0,66.1,7.3,0.0,0.0,1.3,4.1,6.1,12.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,66.6,9.5,0.0,0.0,2.4,1.6,3.1,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0
33.5,77.7,9.1,0.0,0.0,7.8,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,74.4,8.0,0.0,0.0,4.1,1.8,0.1,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
34.0,73.6,8.3,0.0,0.0,6.5,0.0,0.1,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,61.7,10.9,0.0,1.3,2.1,6.5,0.1,0.5,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
33.0,61.7,10.9,0.0,1.3,2.1,6.5,0.1,0.5,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
34.0,59.7,5.9,1.0,0.0,2.5,1.0,0.8,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0
33.5,68.7,7.5,0.7,0.0,2.3,1.1,1.7,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0
33.5,59.5,5.7,0.0,0.0,6.5,3.1,2.5,17.2,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
