"ave_orton_cone_id","SiO2","Al2O3","B2O3","Li2O","K2O","Na2O","KNaO","MgO","CaO","SrO","BaO","ZnO","PbO","P2O5","Cr2O3","MnO","MnO2","FeO","Fe2O3","CoO","NiO","CuO","Cu2O","TiO2","ZrO2","SnO2"
30,67.78,7.07,2.94,0.00,3.69,2.16,5.85,0.67,5.71,0.00,0.00,9.88,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03,0.00,0.00
30,55.68,13.14,7.26,7.00,0.21,2.43,2.65,0.88,7.85,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.08,0.00,0.00,2.54,0.00,0.07,0.00,2.82
30,65.68,5.80,3.16,0.00,0.71,3.59,4.30,0.12,17.23,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.15,0.00,3.38
28,57.93,5.37,4.13,0.00,2.00,2.27,4.27,4.80,18.53,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,4.65,0.00,0.00
34,66.95,16.43,0.00,3.30,2.14,9.97,12.11,0.22,0.63,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.00,0.00
34,55.70,11.99,0.00,0.00,2.32,7.45,9.77,8.39,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.10,0.30,0.00,0.00,0.00,0.05,3.50,0.00
34,68.36,5.87,2.37,0.00,1.33,3.54,4.86,3.92,8.11,0.00,0.00,1.46,0.00,0.01,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.43,0.00,3.17,0.00,1.21
34,69.79,5.76,2.44,0.00,3.27,1.89,5.16,4.01,7.69,1.95,0.00,1.60,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.29,0.00,0.02,0.00,1.24
34,71.85,9.48,0.00,0.00,1.29,3.02,4.31,0.03,12.49,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.78,0.00,0.99,0.00,0.00,0.00,0.00,0.06,0.00,0.00
34,66.68,14.58,0.53,1.70,2.39,7.77,10.16,0.25,4.58,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.58,0.00,0.00,0.00,0.81,0.00,0.00
34,73.24,8.23,0.00,0.00,1.37,3.25,4.62,0.05,13.34,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.03,0.00,0.00
34,70.91,7.87,0.00,0.00,3.84,1.85,5.69,0.12,8.87,0.00,0.84,2.04,0.00,0.01,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.00,0.00,0.02,0.00,0.00
34,58.26,8.69,0.00,0.00,2.30,1.04,3.33,5.78,16.42,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.00,0.00,4.27,0.00,0.00,0.00,0.00,0.07,0.00,0.00
34,55.64,11.40,0.00,0.00,1.69,1.92,3.60,0.16,27.60,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.12,1.30,0.00,0.00,0.00,0.14,0.00,0.00
34,53.20,11.22,0.00,0.00,7.26,0.31,7.56,0.21,22.40,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,4.71,0.00,0.00,0.00,0.00,0.01,0.00,0.00
34,53.88,11.04,0.00,0.00,1.63,1.86,3.49,0.16,26.73,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.11,0.00,0.00,2.43,0.00,0.14,0.00,1.99
34,75.73,7.59,0.00,0.00,3.14,1.43,4.57,2.81,5.25,2.98,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.71,0.31,0.00,0.00,0.00,0.04,0.00,0.00
32,61.33,13.87,0.00,0.00,2.97,9.60,12.56,0.15,11.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.58,0.00,0.00,0.00,0.00
32,61.33,13.87,0.00,0.00,2.97,9.60,12.56,0.15,11.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.58,0.00,0.00,0.00,0.00
32,60.72,7.01,0.00,5.69,0.87,2.73,3.60,11.33,5.81,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,4.04,1.74,0.00
32,60.08,6.93,0.00,5.63,0.86,2.70,3.56,11.21,5.75,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,1.06,0.00,0.00,0.00,3.99,1.72,0.00
32,60.10,6.94,0.00,5.63,0.86,2.70,3.56,11.21,5.75,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.00,0.00,1.02,0.00,3.99,1.72,0.00
30,61.28,10.15,0.00,0.00,0.00,5.06,5.06,5.38,11.57,0.00,0.00,2.51,0.00,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,68.92,5.70,2.77,0.00,5.34,1.48,6.82,0.10,11.49,0.00,0.00,2.37,0.00,0.42,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.52,0.00,0.00,0.00,0.85
30,73.21,6.70,4.97,0.00,0.57,4.20,4.77,1.13,9.08,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00
29,58.06,10.94,0.00,0.00,4.39,0.05,4.44,0.23,24.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.51,0.00,0.00
29,63.33,9.57,0.00,0.00,3.82,0.04,3.86,0.20,20.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.45,0.00,0.00
29,68.30,8.29,0.00,0.00,3.28,0.04,3.32,0.18,17.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,0.39,0.00,0.00
29,72.98,7.07,0.00,0.00,2.77,0.03,2.80,0.15,15.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.33,0.00,0.00
30,62.13,7.61,0.00,5.97,0.93,2.93,3.85,11.95,6.12,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.08,2.23,0.00,0.00,0.00,0.04,0.00,0.00
29,77.40,5.93,0.00,0.00,2.29,0.03,2.31,0.13,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.00,0.00,0.00,0.28,0.00,0.00
29,56.15,10.89,0.00,0.00,4.84,0.03,4.86,0.12,26.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.16,0.00,0.00
29,61.58,9.00,0.00,0.00,4.19,0.04,4.22,0.17,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,0.37,0.00,0.00
29,67.07,7.74,0.00,0.00,3.56,0.03,3.59,0.15,19.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.32,0.00,0.00
29,72.23,6.56,0.00,0.00,2.97,0.03,3.00,0.13,16.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.28,0.00,0.00
29,77.08,5.45,0.00,0.00,2.42,0.02,2.44,0.11,13.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.23,0.00,0.00
29,53.36,9.75,0.00,0.00,5.32,0.03,5.36,0.16,29.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.34,0.00,0.00
29,59.81,8.43,0.00,0.00,4.56,0.03,4.59,0.14,25.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.30,0.00,0.00
29,71.47,6.05,0.00,0.00,3.18,0.02,3.20,0.10,17.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.22,0.00,0.00
29,65.84,7.20,0.00,0.00,3.84,0.03,3.87,0.12,21.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.26,0.00,0.00
29,76.76,4.97,0.00,0.00,2.55,0.02,2.57,0.09,14.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.19,0.00,0.00
29,50.96,9.14,0.00,0.00,5.80,0.03,5.83,0.12,32.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,0.26,0.00,0.00
29,58.03,7.85,0.00,0.00,4.93,0.02,4.96,0.10,27.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00,0.23,0.00,0.00
29,64.60,6.65,0.00,0.00,4.13,0.02,4.15,0.09,22.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.20,0.00,0.00
29,70.72,5.54,0.00,0.00,3.38,0.02,3.40,0.08,18.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.17,0.00,0.00
29,76.44,4.49,0.00,0.00,2.68,0.01,2.70,0.06,14.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00,0.14,0.00,0.00
29,48.53,8.52,0.00,0.00,6.28,0.02,6.30,0.08,34.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00,0.17,0.00,0.00
30,48.97,9.79,0.64,4.38,3.49,1.96,5.45,0.10,13.07,5.97,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,10.55,0.00,0.00
29,56.23,7.27,0.00,0.00,5.31,0.02,5.33,0.07,29.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.15,0.00,0.00
29,63.35,6.10,0.00,0.00,4.42,0.01,4.43,0.06,24.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.13,0.00,0.00
29,69.97,5.02,0.00,0.00,3.59,0.01,3.60,0.05,19.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.11,0.00,0.00
29,76.12,4.02,0.00,0.00,2.81,0.01,2.82,0.04,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.09,0.00,0.00
29,46.07,7.90,0.00,0.00,6.77,0.01,6.78,0.04,37.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.09,0.00,0.00
29,70.59,8.43,2.52,0.00,3.14,1.90,5.04,0.66,11.08,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05,1.50,0.00
29,54.41,6.68,0.00,0.00,5.70,0.01,5.70,0.03,31.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.08,0.00,0.00
29,62.11,5.55,0.00,0.00,4.71,0.01,4.71,0.03,26.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.07,0.00,0.00
29,69.21,4.51,0.00,0.00,3.79,0.01,3.80,0.03,21.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.06,0.00,0.00
29,75.80,3.55,0.00,0.00,2.95,0.00,2.95,0.02,16.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.05,0.00,0.00
29,43.58,7.27,0.00,0.00,7.26,0.00,7.26,0.00,40.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,52.59,6.08,0.00,0.00,6.08,0.00,6.08,0.00,33.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,60.85,5.00,0.00,0.00,5.00,0.00,5.00,0.00,27.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,68.46,4.00,0.00,0.00,4.00,0.00,4.00,0.00,22.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,75.48,3.08,0.00,0.00,3.08,0.00,3.08,0.00,17.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,68.46,8.43,2.78,0.00,3.27,2.87,6.14,0.02,3.20,10.84,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.04,0.00,0.00
30,68.37,8.63,2.89,0.00,2.07,3.75,5.81,0.02,0.11,0.00,13.33,0.19,0.00,0.01,0.55,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00
31,61.71,6.11,0.00,0.00,4.93,0.00,4.94,0.01,9.90,0.00,0.00,9.78,0.00,0.01,0.00,0.00,0.00,0.00,0.41,2.23,0.00,3.22,0.00,1.68,0.00,0.00
31,61.74,8.03,0.00,2.64,5.11,0.06,5.18,5.17,9.02,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,2.58,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,70.29,7.51,0.00,6.73,0.02,0.00,0.02,2.30,0.20,0.00,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.01,0.00,0.00
30,60.44,3.19,4.03,1.88,0.61,7.57,8.18,0.07,6.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,15.75,0.00,0.00,0.00,0.00,0.00,0.00
30,68.85,6.47,0.00,0.00,0.01,6.28,6.30,0.06,11.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,69.10,5.47,2.16,3.32,2.42,2.81,5.23,1.86,10.22,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.06,0.34,0.00,0.00,0.00,0.01,0.00,2.16
32,64.50,13.88,0.00,0.00,5.27,7.54,12.81,0.00,8.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,60.67,11.78,0.00,0.95,2.14,6.74,8.88,0.24,0.59,9.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,2.83,0.00,4.48,0.00,0.00
34,72.25,6.86,0.00,0.00,3.77,1.73,5.50,2.53,11.77,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,70.52,5.70,2.88,0.00,1.25,4.05,5.30,0.68,13.86,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.22,0.00,0.01,0.00,0.78
34,68.63,9.72,0.00,6.07,0.04,0.01,0.05,0.03,0.03,0.00,14.26,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.00,1.11,0.00,0.00,0.05,0.00,0.00
32,65.61,6.42,5.64,0.00,2.88,2.23,5.11,3.28,13.81,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.04,0.00,0.00
34,69.95,8.37,0.00,0.00,1.75,5.75,7.50,0.18,10.29,0.00,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,60.58,7.28,4.03,0.00,2.11,3.01,5.12,3.70,9.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,4.12,0.00,0.00,5.78,0.00,0.00
30,61.12,9.21,7.25,0.87,2.23,4.83,7.05,0.90,6.18,0.01,0.30,0.43,0.00,0.01,0.00,0.00,0.00,0.01,0.07,0.00,0.00,0.00,0.00,6.59,0.00,0.00
34,73.12,8.46,0.00,0.00,3.69,1.74,5.43,0.07,12.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,73.51,8.50,0.00,0.59,2.65,0.02,2.67,0.04,14.53,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,0.00
31,73.51,8.50,0.00,0.59,2.65,0.02,2.67,0.04,14.53,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,0.00
29,64.72,5.51,2.73,0.00,1.53,2.71,4.24,1.73,9.46,0.00,0.00,10.14,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,1.39,0.00,0.02,0.00,0.00
34,70.18,5.77,0.44,0.00,2.75,3.72,6.47,2.03,13.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.29,0.00,0.00,0.00,0.47
33,62.70,9.64,0.00,0.00,1.86,6.04,7.90,0.03,11.05,0.00,3.64,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,4.52,0.00,0.48
34,68.63,9.85,0.00,0.00,2.35,0.93,3.27,3.05,14.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.01,0.00,0.00
34,70.12,9.19,0.00,0.00,2.84,1.28,4.13,2.44,13.51,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.07,0.00,0.00
34,68.41,9.63,0.00,0.00,1.72,0.63,2.35,7.99,10.95,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.00
18,66.28,8.87,8.01,0.00,2.45,2.51,4.96,1.95,9.63,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.09,0.00,0.00
32,62.05,2.01,1.28,4.81,1.14,7.55,8.68,0.05,3.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,61.94,6.21,6.81,0.00,3.40,1.61,5.00,2.33,12.53,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.29,0.00,0.56,0.00,0.40,0.00,0.46
34,64.32,10.88,0.00,0.00,2.70,2.81,5.50,6.76,7.37,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,1.97,2.88,0.00,0.00,0.00,0.26,0.00,0.00
18,51.52,7.34,15.66,0.00,0.51,7.43,7.94,1.20,16.10,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.09,0.00,0.00
30,54.93,11.46,2.91,1.78,2.96,4.38,7.34,8.44,12.05,0.01,0.37,0.54,0.00,0.02,0.00,0.00,0.00,0.01,0.08,0.00,0.00,0.00,0.00,0.06,0.00,0.00
34,59.67,12.75,0.00,0.00,4.23,1.92,6.15,7.83,11.38,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.08,2.01,0.00
30,68.21,12.62,0.00,0.00,2.70,8.73,11.43,0.14,7.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,54.69,14.44,0.00,4.01,2.34,1.06,3.39,8.98,11.32,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.09,0.00,2.93
30,62.16,16.01,0.00,0.00,2.37,3.39,5.76,7.59,0.77,0.00,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.26,0.00,0.00
30,58.27,11.26,2.07,0.00,1.93,3.61,5.54,0.07,1.81,0.00,0.00,20.76,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.14,0.00,0.00
29,61.40,9.10,4.14,0.00,0.19,1.60,1.79,0.06,18.60,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.10,0.80,0.00,1.55,0.00,2.39,0.02,0.00
34,75.26,6.39,0.34,0.00,2.16,2.86,5.02,3.02,9.46,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.04,0.00,0.00
34,74.75,6.35,0.34,0.00,2.15,2.84,4.99,3.00,9.40,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.22,0.00,0.04,0.00,0.45
30,66.48,9.38,0.00,0.00,2.80,3.74,6.54,2.31,6.87,0.00,4.75,3.56,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.03,0.00,0.00
30,49.61,10.62,0.00,0.00,2.04,2.68,4.72,11.89,11.91,0.00,11.05,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.07,0.00,0.00
30,74.41,9.48,0.00,0.00,2.84,2.43,5.27,1.41,7.30,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.49,0.00,0.00
30,63.16,3.67,1.68,10.36,1.47,2.23,3.69,2.64,9.87,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,2.71,0.00,1.37
30,56.28,14.09,0.00,0.86,3.47,1.57,5.04,0.06,23.42,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.10,0.00,0.00
30,72.98,6.15,0.00,0.00,1.34,2.30,3.65,0.01,9.34,0.00,0.00,2.53,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,3.46,0.00,1.82
30,38.72,6.18,0.00,0.00,0.24,0.16,0.40,7.03,32.17,8.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.87,0.00,0.00,0.00,0.00,4.10,0.00,0.00
34,67.23,9.75,0.00,0.00,2.16,1.04,3.20,0.24,18.76,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.25,0.00,0.00
30,66.12,12.31,0.18,0.00,2.74,9.40,12.13,0.13,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,69.69,12.26,0.00,0.00,4.91,2.23,7.13,4.75,5.01,0.00,0.00,0.00,0.00,0.02,0.53,0.00,0.00,0.00,0.09,0.45,0.00,0.00,0.00,0.06,0.00,0.00
30,66.89,10.60,1.55,0.00,3.22,5.57,8.79,5.85,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.05,0.00,0.00
28,59.84,6.48,8.79,1.76,0.84,3.79,4.63,6.07,6.23,0.00,0.00,2.38,0.00,0.01,0.00,0.00,0.00,0.16,0.42,0.00,0.00,1.04,0.00,2.20,0.00,0.00
29,60.16,7.84,5.17,0.00,2.13,2.99,5.12,2.98,13.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.75,0.00,1.46,0.00,2.95,0.00,0.00
30,61.80,8.94,5.19,2.91,0.77,3.02,3.80,9.11,7.73,0.00,0.00,0.00,0.00,0.04,0.28,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.09,0.00,0.00
35,71.49,6.24,0.00,0.00,3.12,1.45,4.56,6.31,10.51,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.02,0.00,0.00
34,70.87,5.84,0.36,0.00,3.31,3.64,6.94,2.06,13.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,67.72,6.47,4.43,0.00,3.29,2.24,5.52,0.00,11.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,69.52,7.58,0.00,0.00,2.76,1.25,4.01,4.05,8.73,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,4.64,0.00,0.00,0.00,0.00,0.04,0.00,0.00
31,68.75,6.32,2.43,0.00,0.84,6.07,6.92,3.34,7.18,2.08,0.00,2.83,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,0.00
33,62.04,7.81,0.00,0.00,3.48,1.59,5.07,5.00,13.77,0.00,0.00,0.00,0.00,2.81,0.00,0.00,0.00,0.00,3.48,0.00,0.00,0.00,0.00,0.02,0.00,0.00
29,72.33,7.42,0.00,0.00,2.97,1.35,4.32,0.00,14.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.76,0.00,0.00,0.00,0.00,0.00,0.00
30,68.67,5.66,3.25,0.00,2.69,1.81,4.50,10.25,5.38,0.00,0.00,2.20,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.01,0.00,0.00
29,62.68,10.50,3.38,0.00,0.84,3.89,4.73,7.04,11.48,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.07,0.00,0.00
32,70.17,7.23,0.34,0.00,2.72,3.18,5.90,0.11,12.09,0.00,0.00,1.63,0.00,0.01,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,0.00,1.56,0.00,0.00
17,44.29,5.50,19.56,0.00,0.99,5.76,6.75,4.46,17.78,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.16,1.38,0.00,0.00,0.00,0.08,0.00,0.00
33,65.03,5.35,3.10,0.00,4.08,0.52,4.60,3.64,7.75,0.00,0.00,3.96,0.00,0.01,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,1.41,5.04,0.00
30,62.87,6.61,4.96,0.00,3.31,2.31,5.63,3.40,8.29,0.00,0.00,6.83,0.00,0.02,0.00,0.00,0.00,0.00,0.11,0.45,0.00,0.00,0.00,0.84,0.00,0.00
