"ave_orton_cone_id","SiO2","Al2O3","B2O3","Li2O","K2O","Na2O","KNaO","MgO","CaO","SrO","BaO","ZnO","PbO","P2O5","Cr2O3","MnO","MnO2","FeO","Fe2O3","CoO","NiO","CuO","Cu2O","TiO2","ZrO2","SnO2"
33,54.88,6.34,0.00,0.00,3.22,1.47,4.69,0.01,0.17,0.00,16.20,15.28,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,2.38,0.00,0.00,0.02,0.00,0.00
33,54.88,6.34,0.00,0.00,3.22,1.47,4.69,0.01,0.17,0.00,16.20,15.28,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.00,2.38,0.00,0.00,0.02,0.00,0.00
32,47.50,7.85,0.00,0.00,5.97,0.00,5.97,0.00,0.00,0.00,19.25,17.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00
34,62.78,8.21,0.00,0.00,5.29,0.08,5.37,0.09,14.66,0.00,0.00,2.69,0.00,0.01,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,5.80,0.00,0.00
33,63.69,6.83,0.00,0.00,1.24,3.99,5.24,5.95,12.00,2.92,0.00,0.00,0.00,0.01,0.00,0.00,2.90,0.00,0.03,0.44,0.00,0.00,0.00,0.01,0.00,0.00
33,61.22,6.92,5.50,0.00,2.74,2.14,4.88,1.26,15.81,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.05,0.00,0.00
33,67.71,6.07,3.66,0.00,5.52,0.61,6.13,4.40,8.75,0.00,0.00,1.55,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.28,0.00,0.01,0.00,1.39
34,67.94,4.59,2.70,0.00,2.03,6.41,8.44,0.03,13.92,0.00,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.29,0.00,0.06,0.00,0.53
34,70.16,5.89,1.36,0.00,3.74,1.93,5.67,2.22,8.97,0.00,1.79,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.00,1.14,0.00,0.00,0.00,0.47
33,64.51,5.90,5.66,0.00,4.81,0.08,4.88,10.22,6.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,1.61,0.00,0.00,0.00,0.05,0.00,0.86
34,67.13,5.83,2.96,0.00,4.80,0.58,5.37,10.79,5.14,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,1.60,0.00,0.00,0.00,0.05,1.05,0.00
34,64.95,6.39,1.79,0.00,3.60,1.93,5.53,2.75,10.08,0.00,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.60,0.00,2.96,0.00,1.43
32,71.59,6.01,1.38,0.00,3.82,1.97,5.79,2.26,9.12,0.00,1.82,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.00,1.16,0.00,0.00,0.00,0.48
34,64.76,6.64,0.00,0.00,2.26,1.03,3.29,4.22,16.07,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.05,0.00,0.00,4.70,0.00,0.04,0.00,0.00
34,63.66,8.55,0.00,2.25,3.29,1.50,4.79,5.48,9.36,0.00,0.00,0.00,0.00,2.76,0.00,0.00,0.00,0.00,3.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,69.50,7.68,1.97,0.00,2.48,2.67,5.15,0.60,13.21,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.85,0.00,0.03,0.00,0.93
34,58.65,12.93,0.00,0.00,3.91,1.78,5.69,2.33,17.79,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.02,0.00,0.00
34,68.69,8.98,0.00,0.00,3.67,1.67,5.34,0.77,11.25,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.47,0.00,0.00,4.44,0.00,0.04,0.00,0.00
34,72.90,8.70,0.00,0.00,6.83,0.00,6.83,0.01,9.52,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,69.18,6.09,3.22,0.00,3.12,1.95,5.07,10.83,5.51,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.00,0.00
34,49.12,10.41,0.00,0.00,1.95,0.88,2.83,1.81,35.59,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.10,0.00,0.00
33,41.48,6.62,0.00,0.00,0.26,0.17,0.43,7.53,34.46,0.00,6.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,0.34,0.00,0.00
33,41.27,9.68,0.00,0.00,0.17,0.08,0.25,0.12,29.83,13.41,5.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.22,0.00,0.00
33,41.85,8.17,0.00,0.00,0.22,0.13,0.35,4.05,32.62,6.46,6.03,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.28,0.00,0.00
34,59.35,8.49,0.00,0.00,3.55,1.68,5.23,0.09,19.36,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,7.39,0.00,0.00
34,61.54,7.97,0.00,0.00,3.93,0.01,3.94,5.98,13.81,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,6.34,0.00,0.00
33,61.72,7.97,0.00,0.00,2.51,1.09,3.60,5.96,14.03,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,6.29,0.00,0.00
33,61.91,8.01,0.00,0.00,2.42,1.05,3.47,5.98,13.92,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,6.28,0.00,0.00
34,68.60,8.06,0.00,0.00,2.15,0.97,3.13,0.03,14.30,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,5.48,0.00,0.00
34,62.64,7.70,0.00,0.00,2.24,1.01,3.26,5.96,13.74,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,6.28,0.00,0.00
33,69.58,7.25,0.00,0.00,5.18,0.06,5.24,0.06,12.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,1.17,0.00,0.00,0.00,0.00,3.49,0.00,0.00
34,62.90,8.25,0.00,0.00,2.33,1.22,3.56,6.06,13.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,5.59,0.00,0.00
32,63.72,13.08,0.00,0.00,8.34,1.87,10.21,0.03,10.39,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,66.54,7.12,3.09,0.00,0.03,6.51,6.54,11.00,5.68,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00
32,59.46,4.72,0.00,0.00,1.12,0.42,1.54,23.04,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.16,0.00,0.00
34,52.60,12.67,3.04,0.00,6.41,0.51,6.92,9.26,11.30,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,4.19
33,61.24,10.52,0.00,0.00,0.82,0.89,1.71,6.22,13.73,6.28,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.13,0.00,0.00
33,59.66,12.74,0.00,0.00,1.76,1.99,3.76,0.18,19.81,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,3.66,0.00,0.00,0.00,0.00,0.16,0.00,0.00
33,69.80,7.18,0.00,0.00,1.47,4.79,6.27,7.41,9.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,58.18,10.64,0.00,5.26,0.00,0.00,0.00,0.00,11.59,7.96,0.00,5.28,0.00,0.00,0.24,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,66.89,9.53,0.00,0.00,6.06,0.08,6.13,0.09,12.35,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,4.95,0.00,0.00,0.00,0.00,0.04,0.00,0.00
34,67.74,6.40,0.00,0.00,3.30,1.59,4.89,3.14,11.63,0.00,0.00,0.00,0.00,2.28,0.00,0.00,0.00,0.00,3.87,0.00,0.00,0.00,0.00,0.05,0.00,0.00
33,70.31,7.19,0.00,0.00,3.53,1.61,5.13,3.64,7.04,0.00,0.00,0.00,0.00,2.06,0.00,0.00,0.00,0.00,4.59,0.00,0.00,0.00,0.00,0.02,0.00,0.00
33,71.29,8.24,0.00,0.00,5.02,2.38,7.39,0.10,9.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00
32,62.85,7.75,0.00,0.00,5.98,0.00,5.98,5.57,11.16,0.00,0.00,0.00,0.00,2.87,0.00,0.00,0.00,0.00,3.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,70.58,8.02,0.00,0.00,2.01,1.77,3.78,0.04,12.25,0.00,1.06,0.00,0.00,0.02,0.00,0.00,0.00,0.00,4.20,0.00,0.00,0.00,0.00,0.05,0.00,0.00
34,65.86,5.94,1.98,0.00,3.03,2.33,5.35,0.07,11.19,0.00,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.22,0.00,0.06,0.00,3.97
34,69.97,9.13,0.00,0.00,2.60,3.03,5.63,0.20,12.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.11,0.00,2.36
34,54.95,9.99,0.00,0.00,1.59,3.38,4.97,15.24,14.72,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.05,0.00,0.00
34,58.77,11.76,0.00,0.00,1.34,2.92,4.26,12.55,12.64,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,65.94,6.83,0.00,0.00,2.29,1.07,3.36,4.29,16.20,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.07,0.00,0.00,3.05,0.00,0.04,0.00,0.00
33,62.04,15.74,0.00,0.00,1.87,19.23,21.10,0.22,0.53,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,68.08,16.54,0.00,2.82,2.22,9.04,11.25,0.32,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,62.86,16.96,0.00,0.00,1.86,17.17,19.03,0.22,0.53,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,68.02,17.90,0.00,2.80,2.04,7.98,10.01,0.21,0.70,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.20,0.00,0.00
33,68.02,14.98,0.00,6.86,3.20,6.61,9.81,0.02,0.19,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.04,0.00,0.00
33,63.23,16.73,0.00,0.00,2.21,16.05,18.26,0.40,0.72,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.28,0.00,0.00
34,67.82,16.93,0.00,0.88,2.56,10.50,13.06,0.26,0.70,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.21,0.00,0.00
34,65.94,15.13,0.00,6.92,1.48,9.67,11.15,0.12,0.65,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.02,0.00,0.00
34,63.23,15.13,0.00,0.00,2.34,17.61,19.95,0.37,0.74,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.24,0.00,0.00
34,67.87,19.66,0.00,2.57,1.80,6.79,8.60,0.21,0.65,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.23,0.00,0.00
33,62.93,13.58,0.00,6.83,2.64,13.12,15.75,0.14,0.68,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.02,0.00,0.00
34,66.00,15.78,0.00,1.78,1.65,13.75,15.40,0.24,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.17,0.00,0.00
35,67.15,16.56,0.00,0.00,2.94,12.36,15.30,0.16,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.03,0.00,0.00
33,67.27,21.05,0.00,2.67,1.54,6.66,8.20,0.17,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.15,0.00,0.00
33,69.63,15.89,0.00,2.28,1.80,9.29,11.09,0.28,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.00,0.00
34,67.72,19.25,0.00,5.63,1.60,5.01,6.61,0.12,0.45,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.08,0.00,0.00
33,65.66,16.91,0.00,5.80,1.52,9.16,10.68,0.20,0.43,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.20,0.00,0.00
34,68.10,17.31,0.00,2.88,2.11,8.33,10.45,0.21,0.72,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.20,0.00,0.00
34,67.47,18.72,0.00,2.90,1.77,8.51,10.28,0.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,68.62,17.28,0.00,2.80,2.03,8.15,10.18,0.20,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.13,0.00,0.00
33,68.79,16.85,0.00,2.82,1.67,8.75,10.42,0.28,0.50,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.16,0.00,0.00
33,68.88,15.73,0.00,2.86,2.04,8.79,10.83,0.51,0.47,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.18,0.00,0.00
33,71.10,16.58,0.00,2.75,1.67,7.37,9.04,0.09,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,67.10,15.99,0.00,5.47,1.74,8.66,10.41,0.09,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.05,0.00,0.00
34,68.54,16.96,0.00,2.90,2.09,8.30,10.39,0.19,0.71,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.17,0.00,0.00
34,65.69,16.90,0.00,5.74,1.54,9.18,10.71,0.20,0.43,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.20,0.00,0.00
34,68.62,15.89,0.00,2.86,2.39,8.16,10.55,0.50,0.67,0.00,0.00,0.00,0.00,0.02,0.12,0.00,0.00,0.00,0.49,0.15,0.00,0.00,0.00,0.14,0.00,0.00
33,68.68,16.07,0.00,2.86,2.32,8.75,11.07,0.20,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.17,0.00,0.00
33,69.16,15.53,0.00,3.02,3.66,7.73,11.39,0.17,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.15,0.00,0.00
34,65.69,16.89,0.00,5.85,1.51,9.10,10.62,0.20,0.43,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.20,0.00,0.00
34,72.73,18.81,0.00,0.00,1.63,3.91,5.54,0.75,0.75,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.51,0.00,0.00
34,68.89,16.37,0.00,2.36,2.38,8.65,11.03,0.22,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.19,0.00,0.00
33,71.86,14.37,0.00,0.00,7.06,5.89,12.96,0.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05,0.00,0.00
33,73.30,16.63,0.00,0.00,6.29,2.46,8.75,0.33,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.44,0.00,0.00
33,74.73,14.63,0.00,0.00,9.89,0.09,9.98,0.18,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.27,0.00,0.00
33,69.95,16.75,0.00,0.00,2.91,8.99,11.89,0.28,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,68.59,15.73,0.00,2.86,2.42,8.18,10.60,0.52,0.70,0.00,0.00,0.00,0.00,0.03,0.12,0.00,0.00,0.00,0.52,0.15,0.00,0.00,0.00,0.18,0.00,0.00
34,69.31,15.46,0.00,2.87,2.32,8.77,11.08,0.18,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.15,0.00,0.00
34,69.93,15.28,0.00,2.65,2.56,8.28,10.84,0.13,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,69.62,15.81,0.00,2.64,2.03,8.83,10.86,0.10,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,67.50,16.45,0.00,4.78,1.75,8.71,10.45,0.15,0.47,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.10,0.00,0.00
33,62.94,17.00,0.00,0.00,1.87,17.03,18.90,0.22,0.54,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.22,0.00,0.00
33,63.39,16.75,0.00,0.00,2.22,15.85,18.07,0.41,0.72,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.28,0.00,0.00
34,62.26,17.10,0.00,0.00,2.15,17.09,19.24,0.24,0.75,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.23,0.00,0.00
34,67.22,15.72,0.00,5.47,1.77,8.68,10.45,0.10,0.89,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.08,0.00,0.00
34,68.09,16.56,0.00,5.25,1.42,7.13,8.55,0.23,0.83,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.31,0.00,0.00
33,67.96,17.88,0.00,2.71,2.04,8.11,10.15,0.22,0.70,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.21,0.00,0.00
33,68.91,16.75,0.00,2.77,2.09,8.00,10.09,0.33,0.72,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.19,0.00,0.00
34,65.70,18.83,0.00,2.20,2.14,6.51,8.64,3.73,0.48,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.22,0.00,0.00
34,63.10,19.82,0.00,6.05,1.68,6.70,8.38,0.23,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,1.86,0.00
33,67.84,19.82,0.00,2.43,1.80,6.80,8.60,0.22,0.64,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.23,0.00,0.00
33,67.94,19.65,0.00,2.35,1.77,6.82,8.59,0.32,0.66,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.23,0.00,0.00
33,67.22,15.72,0.00,5.47,1.77,8.68,10.45,0.10,0.89,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.08,0.00,0.00
33,68.57,16.10,0.00,4.30,2.00,7.89,9.89,0.29,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.13,0.00,0.00
34,68.48,19.42,0.00,0.00,2.37,8.55,10.92,0.21,0.68,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.07,0.00,0.00
34,66.14,21.51,0.00,0.00,1.93,9.01,10.95,0.19,0.66,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.26,0.00,0.00
33,68.08,17.32,0.00,2.91,2.11,8.32,10.42,0.21,0.72,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.20,0.00,0.00
34,64.68,15.76,0.00,7.37,1.43,9.98,11.41,0.19,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.10,0.00,0.00
34,67.35,18.48,0.00,5.26,1.53,4.80,6.32,0.24,0.47,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.08,1.62,0.00
33,66.81,15.56,0.00,6.70,0.00,10.93,10.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,67.18,15.90,0.00,5.45,1.77,8.53,10.30,0.11,0.89,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.09,0.00,0.00
34,54.77,13.20,0.00,4.43,6.26,2.95,9.21,4.41,9.88,0.00,0.00,0.00,0.00,2.54,0.00,0.00,0.00,0.00,1.48,0.00,0.00,0.00,0.00,0.07,0.00,0.00
34,69.11,14.52,0.00,4.88,2.36,7.45,9.81,0.18,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.10,0.00,0.00
34,68.74,14.66,0.00,5.09,2.37,7.44,9.81,0.19,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.11,0.00,0.00
34,63.84,14.11,0.00,5.07,3.80,5.87,9.67,1.72,3.97,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.11,0.00,0.00
33,68.53,16.04,0.00,2.81,2.29,8.90,11.20,0.21,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.22,0.00,0.00
33,60.41,11.00,0.00,0.00,3.77,2.18,5.95,0.11,13.86,0.00,0.00,2.59,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,0.00,0.00,3.29,0.00,0.00
34,34.27,7.75,0.00,0.00,1.66,5.36,7.02,49.25,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.27,0.00,0.00,0.00,0.00,0.00,0.00
34,58.33,11.80,0.00,0.00,5.46,0.00,5.46,0.00,13.00,0.00,0.00,4.11,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.84,0.00,0.00,0.00,2.27,0.00,0.89
34,67.52,5.96,1.62,1.90,3.71,2.53,6.25,0.03,11.73,0.00,0.71,3.43,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.34,0.00,0.00,0.00,0.46
33,55.85,13.86,0.00,3.88,2.37,1.07,3.44,8.69,11.71,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.08,2.37,0.00
33,52.96,13.15,0.00,3.54,2.24,1.01,3.25,8.02,15.79,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.08,0.00,2.43
33,56.82,14.36,0.00,3.87,2.37,1.07,3.43,8.68,10.25,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.09,2.36,0.00
34,68.79,9.09,0.00,0.00,3.62,1.70,5.33,0.82,11.07,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.49,0.00,0.00,4.36,0.00,0.04,0.00,0.00
34,65.28,8.61,0.00,0.00,3.46,1.59,5.05,9.85,10.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.41,0.00,0.00,0.00,0.00
34,61.98,13.93,0.00,0.00,4.39,2.06,6.44,7.47,9.90,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.09,0.00,0.00
33,67.63,5.88,1.61,1.89,5.62,0.87,6.49,0.07,11.48,0.00,0.70,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.34,0.00,0.00,0.00,0.46
34,62.10,12.98,0.00,1.23,2.02,6.46,8.47,0.21,0.53,14.38,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03,0.00,0.00
33,61.12,12.84,0.00,1.10,2.36,7.40,9.77,0.20,0.62,14.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.12,0.00,0.00
