id,name,created_by_user_id,material_type_id,material_type,material_type_concatenated,material_state_id,material_state,rgb_r,rgb_g,rgb_b,surface_type,transparency_type,from_orton_cone,to_orton_cone,is_analysis,is_primitive,is_theoretical,is_private,SiO2_percent,Al2O3_percent,B2O3_percent,Li2O_percent,K2O_percent,Na2O_percent,KNaO_percent,BeO_percent,MgO_percent,CaO_percent,SrO_percent,BaO_percent,ZnO_percent,PbO_percent,P2O5_percent,F_percent,V2O5_percent,Cr2O3_percent,MnO_percent,MnO2_percent,FeO_percent,Fe2O3_percent,CoO_percent,NiO_percent,CuO_percent,Cu2O_percent,CdO_percent,TiO2_percent,ZrO_percent,ZrO2_percent,SnO2_percent,HfO2_percent,Nb2O5_percent,Ta2O5_percent,MoO3_percent,WO3_percent,OsO2_percent,IrO2_percent,PtO2_percent,Ag2O_percent,Au2O3_percent,GeO2_percent,As2O3_percent,Sb2O3_percent,Bi2O3_percent,SeO2_percent,La2O3_percent,CeO2_percent,PrO2_percent,Pr2O3_percent,Nd2O3_percent,U3O8_percent,Sm2O3_percent,Eu2O3_percent,Tb2O3_percent,Dy2O3_percent,Ho2O3_percent,Er2O3_percent,Tm2O3_percent,Yb2O3_percent,Lu2O3_percent,SiO2_umf,Al2O3_umf,B2O3_umf,Li2O_umf,K2O_umf,Na2O_umf,KNaO_umf,BeO_umf,MgO_umf,CaO_umf,SrO_umf,BaO_umf,ZnO_umf,PbO_umf,P2O5_umf,F_umf,V2O5_umf,Cr2O3_umf,MnO_umf,MnO2_umf,FeO_umf,Fe2O3_umf,CoO_umf,NiO_umf,CuO_umf,Cu2O_umf,CdO_umf,TiO2_umf,ZrO_umf,ZrO2_umf,SnO2_umf,HfO2_umf,Nb2O5_umf,Ta2O5_umf,MoO3_umf,WO3_umf,OsO2_umf,IrO2_umf,PtO2_umf,Ag2O_umf,Au2O3_umf,GeO2_umf,As2O3_umf,Sb2O3_umf,Bi2O3_umf,SeO2_umf,La2O3_umf,CeO2_umf,PrO2_umf,Pr2O3_umf,Nd2O3_umf,U3O8_umf,Sm2O3_umf,Eu2O3_umf,Tb2O3_umf,Dy2O3_umf,Ho2O3_umf,Er2O3_umf,Tm2O3_umf,Yb2O3_umf,Lu2O3_umf,SiO2_xumf,Al2O3_xumf,B2O3_xumf,Li2O_xumf,K2O_xumf,Na2O_xumf,KNaO_xumf,BeO_xumf,MgO_xumf,CaO_xumf,SrO_xumf,BaO_xumf,ZnO_xumf,PbO_xumf,P2O5_xumf,F_xumf,V2O5_xumf,Cr2O3_xumf,MnO_xumf,MnO2_xumf,FeO_xumf,Fe2O3_xumf,CoO_xumf,NiO_xumf,CuO_xumf,Cu2O_xumf,CdO_xumf,TiO2_xumf,ZrO_xumf,ZrO2_xumf,SnO2_xumf,HfO2_xumf,Nb2O5_xumf,Ta2O5_xumf,MoO3_xumf,WO3_xumf,OsO2_xumf,IrO2_xumf,PtO2_xumf,Ag2O_xumf,Au2O3_xumf,GeO2_xumf,As2O3_xumf,Sb2O3_xumf,Bi2O3_xumf,SeO2_xumf,La2O3_xumf,CeO2_xumf,PrO2_xumf,Pr2O3_xumf,Nd2O3_xumf,U3O8_xumf,Sm2O3_xumf,Eu2O3_xumf,Tb2O3_xumf,Dy2O3_xumf,Ho2O3_xumf,Er2O3_xumf,Tm2O3_xumf,Yb2O3_xumf,Lu2O3_xumf,SiO2_mol,Al2O3_mol,B2O3_mol,Li2O_mol,K2O_mol,Na2O_mol,KNaO_mol,BeO_mol,MgO_mol,CaO_mol,SrO_mol,BaO_mol,ZnO_mol,PbO_mol,P2O5_mol,F_mol,V2O5_mol,Cr2O3_mol,MnO_mol,MnO2_mol,FeO_mol,Fe2O3_mol,CoO_mol,NiO_mol,CuO_mol,Cu2O_mol,CdO_mol,TiO2_mol,ZrO_mol,ZrO2_mol,SnO2_mol,HfO2_mol,Nb2O5_mol,Ta2O5_mol,MoO3_mol,WO3_mol,OsO2_mol,IrO2_mol,PtO2_mol,Ag2O_mol,Au2O3_mol,GeO2_mol,As2O3_mol,Sb2O3_mol,Bi2O3_mol,SeO2_mol,La2O3_mol,CeO2_mol,PrO2_mol,Pr2O3_mol,Nd2O3_mol,U3O8_mol,Sm2O3_mol,Eu2O3_mol,Tb2O3_mol,Dy2O3_mol,Ho2O3_mol,Er2O3_mol,Tm2O3_mol,Yb2O3_mol,Lu2O3_mol,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol,HfO2_percent_mol,Nb2O5_percent_mol,Ta2O5_percent_mol,MoO3_percent_mol,WO3_percent_mol,OsO2_percent_mol,IrO2_percent_mol,PtO2_percent_mol,Ag2O_percent_mol,Au2O3_percent_mol,GeO2_percent_mol,As2O3_percent_mol,Sb2O3_percent_mol,Bi2O3_percent_mol,SeO2_percent_mol,La2O3_percent_mol,CeO2_percent_mol,PrO2_percent_mol,Pr2O3_percent_mol,Nd2O3_percent_mol,U3O8_percent_mol,Sm2O3_percent_mol,Eu2O3_percent_mol,Tb2O3_percent_mol,Dy2O3_percent_mol,Ho2O3_percent_mol,Er2O3_percent_mol,Tm2O3_percent_mol,Yb2O3_percent_mol,Lu2O3_percent_mol,SiO2_Al2O3_ratio_umf,R2O_umf,RO_umf,SiO2_Al2O3_ratio_xumf,R2O_xumf,RO_xumf,loi,
15010,Tile #6 Kaolin,1,13,Clay,Clay,2,Production,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,45.6245,38.1961,0.0000,0.0000,0.0000,0.0929,0.0929,0.0000,0.4077,0.2941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4786,0.0000,0.0000,0.0000,0.0000,0.0000,1.4062,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.0400,22.2203,0.0000,0.0000,0.0000,0.0889,0.0889,0.0000,0.6000,0.3111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1778,0.0000,0.0000,0.0000,0.0000,0.0000,1.0444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.2416,18.8664,0.0000,0.0000,0.0000,0.0755,0.0755,0.0000,0.5094,0.2641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1509,0.0000,0.0000,0.0000,0.0000,0.0000,0.8867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0270,1.0000,0.0000,0.0000,0.0000,0.0040,0.0040,0.0000,0.0270,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.8221,31.9798,0.0000,0.0000,0.0000,0.1280,0.1280,0.0000,0.8635,0.4477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2559,0.0000,0.0000,0.0000,0.0000,0.0000,1.5031,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0270,0.0889,0.9111,2.0270,0.0755,0.9245,13.5000,
15011,A.P. Green,1,13,Clay,Clay,3,Discontinued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,52.2353,31.1406,0.0000,0.0000,1.0040,0.0000,1.0040,0.0000,0.3521,0.3511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0094,0.0000,0.0000,0.0000,0.0000,0.0000,1.9075,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.8854,11.9044,0.0000,0.0000,0.4154,0.0000,0.4154,0.0000,0.3405,0.2440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4905,0.0000,0.0000,0.0000,0.0000,0.0000,0.9309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.7348,7.9870,0.0000,0.0000,0.2787,0.0000,0.2787,0.0000,0.2285,0.1637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3291,0.0000,0.0000,0.0000,0.0000,0.0000,0.6246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8465,1.0000,0.0000,0.0000,0.0349,0.0000,0.0349,0.0000,0.0286,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0782,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.2853,24.6922,0.0000,0.0000,0.8617,0.0000,0.8617,0.0000,0.7063,0.5062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0173,0.0000,0.0000,0.0000,0.0000,0.0000,1.9309,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.8465,0.4154,0.5846,2.8465,0.2787,0.7213,11.0000,
15012,Ajax Glomax Kaolin,1,13,Clay,Clay,2,Production,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,53.1571,44.3971,0.0000,0.0000,0.4102,0.2996,0.7098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4172,0.0000,0.0000,0.0000,0.0000,0.0000,0.9390,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.2817,47.3881,0.0000,0.0000,0.4739,0.5261,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2843,0.0000,0.0000,0.0000,0.0000,0.0000,1.2795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.9666,36.8972,0.0000,0.0000,0.3690,0.4096,0.7786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2214,0.0000,0.0000,0.0000,0.0000,0.0000,0.9963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0318,1.0000,0.0000,0.0000,0.0100,0.0111,0.0211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65.8410,32.4057,0.0000,0.0000,0.3241,0.3597,0.6838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1944,0.0000,0.0000,0.0000,0.0000,0.0000,0.8750,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0318,1.0000,0.0000,2.0318,0.7786,0.2214,0.3800,
15013,Ajax P kaolin,1,13,Clay,Clay,2,Production,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,45.3913,38.1249,0.0000,0.0000,0.0387,0.0000,0.0387,0.0000,0.2999,0.2495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4777,0.0000,0.0000,0.0000,0.0000,0.0000,1.9680,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.4137,30.3972,0.0000,0.0000,0.0334,0.0000,0.0334,0.0000,0.6049,0.3617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2432,0.0000,0.0000,0.0000,0.0000,0.0000,2.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.4002,24.4510,0.0000,0.0000,0.0269,0.0000,0.0269,0.0000,0.4866,0.2909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1956,0.0000,0.0000,0.0000,0.0000,0.0000,1.6113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0204,1.0000,0.0000,0.0000,0.0011,0.0000,0.0011,0.0000,0.0199,0.0119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0659,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64.6071,31.9778,0.0000,0.0000,0.0351,0.0000,0.0351,0.0000,0.6364,0.3805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2558,0.0000,0.0000,0.0000,0.0000,0.0000,2.1073,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.0204,0.0334,0.9666,2.0204,0.0269,0.9731,13.4500,
15014,Alajo kiln ash,1,9,Ash,Ash,2,Production,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,8.5248,1.5461,0.0000,0.0000,1.0274,0.4397,1.4671,0.0000,5.3288,41.3033,0.0000,0.0000,0.0000,0.0000,3.6754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1600,0.0171,0.0000,0.0000,0.0123,0.0080,0.0203,0.0000,0.1491,0.8306,0.0000,0.0000,0.0000,0.0000,0.0292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1586,0.0169,0.0000,0.0000,0.0122,0.0079,0.0201,0.0000,0.1478,0.8232,0.0000,0.0000,0.0000,0.0000,0.0289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,0.0171,0.0000,0.0000,0.0123,0.0080,0.0203,0.0000,0.1491,0.8306,0.0000,0.0000,0.0000,0.0000,0.0292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.1652,1.4071,0.0000,0.0000,1.0121,0.6583,1.6704,0.0000,12.2685,68.3456,0.0000,0.0000,0.0000,0.0000,2.4027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.3565,0.0203,0.9797,9.3565,0.0201,0.9799,36.8800,
15015,Albany slip,1,13,Clay,Clay,3,Discontinued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,57.8264,14.6316,0.0000,0.0000,3.2004,0.8001,4.0005,0.0000,2.7103,5.8106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2106,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.4198,0.6590,0.0000,0.0000,0.1560,0.0593,0.2153,0.0000,0.3088,0.4759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8438,0.5731,0.0000,0.0000,0.1357,0.0516,0.1873,0.0000,0.2686,0.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4198,0.6590,0.0000,0.0000,0.1560,0.0593,0.2153,0.0000,0.3088,0.4759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.6979,10.5415,0.0000,0.0000,2.4958,0.9483,3.4441,0.0000,4.9399,7.6117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3970,0.0000,0.0000,0.0000,0.0000,0.0000,0.3679,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.7066,0.2153,0.7847,6.7066,0.1873,0.8127,9.4100,
15016,Alberta Slip,1,13,Clay,Clay,2,Production,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,54.5366,15.4820,0.0000,0.0000,3.5652,2.2418,5.8070,0.0000,3.9721,6.0097,0.0000,0.0000,0.0000,0.0000,0.1032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5833,0.0000,0.0000,0.0000,0.0000,0.0000,0.3061,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.2446,0.5428,0.0000,0.0000,0.1353,0.1293,0.2646,0.0000,0.3523,0.3831,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9427,0.4923,0.0000,0.0000,0.1227,0.1173,0.2400,0.0000,0.3195,0.3475,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2446,0.5428,0.0000,0.0000,0.1353,0.1293,0.2646,0.0000,0.3523,0.3831,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.1316,11.0632,0.0000,0.0000,2.7576,2.6354,5.3930,0.0000,7.1806,7.8083,0.0000,0.0000,0.0000,0.0000,0.0530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0912,0.0000,0.0000,0.0000,0.0000,0.0000,0.2792,0.0000,0.0000,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.9776,0.2646,0.7354,5.9776,0.2400,0.7600,9.2000,
