id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
2671,Peacock Blue (Revised),Blue,Glossy,,6,6,57.9496,6.7486,0,0,4.5517,0.0594,4.6111,0,0.0686,9.6726,0,0,11.4442,0,0,0,0,0,0,0,0,0.0594,0.7736,0,0.7806,0,0,7.8916,0,0,0
2672,Peacock Blue,Blue,Matte - Semi,,6,6,57.6637,6.8763,0,0,4.6366,0.0606,4.6972,0,0.0699,9.5453,0,0,11.6601,0,0,0,0,0,0,0,0,0.0606,0.5911,0,0.7954,0,0,8.0405,0,0,0
2673,Bailey Orange,"Iron - Kaki, Tomato Red",Glossy,,6,6,59.3351,6.665,0,3.5075,5.4088,0.0627,5.4715,0,8.659,9.6264,0,0,0,0,2.881,0,0,0,0,0,0,3.8545,0,0,0,0,0,0,0,0,0
2675,Clausen Simple Blue,Blue,Glossy,,6,6,74.2428,6.841,0,0,4.3362,0,4.3362,0,0,12.576,0,0,0,0,0,0,0,0,0,0,0,0,1.5825,0,0,0,0,0,0,0,0.4214
2676,Black Friday,Black,Matte - Semi,,6,6,55.9777,8.0466,4.78,0,0.7515,4.6831,5.4347,0,0.0691,23.3836,0,0,0,0,2.1758,0,0,0,0,0,0,0.0707,0,0,0,0,0,0.0618,0,0,0
2677,Hansen 20Wx5 Base Cream Orange Green,Green,Glossy,,6,6,64.4128,6.6038,4.108,0,1.3603,2.6671,4.0274,0,0.0318,15.2162,0,0,0,0,0.0227,0,0,0,0,0,0,0.2203,0,0,2.5063,0,0,2.8507,0,0,0
2678,Hansen 20Wx5 Base Metallic Black,Black,,,6,6,64.0459,6.5662,4.0846,0,1.3526,2.6519,4.0045,0,0.0316,15.1296,0,0,0,0,0.0226,0,0,0,0,2.4621,0,0.0664,1.5343,0,1.9936,0,0,0.0587,0,0,0
2679,Hansen 20Wx5 Base Cobalt Blue,Blue,Glossy,,6,6,65.6698,6.7327,4.1881,0,1.3869,2.7191,4.106,0,0.0324,15.5132,0,0,0,0,0.0231,0,0,0,0,0,0,0.1463,1.5926,0,0,0,0,1.4832,0,0.5124,0
2681,Hansen 20Wx5 Base Green Brown Streaks,Green,Glossy,,6,6,64.4128,6.6038,4.108,0,1.3603,2.6671,4.0274,0,0.0318,15.2162,0,0,0,0,0.0227,0,0,0,0,0,0,0.2203,0,0,2.5063,0,0,2.8507,0,0,0
2682,Hansen 20Wx5 Base Greenish Brown,Green,Matte - Semi,,6,6,66.0682,6.7736,4.2135,0,1.3953,2.7356,4.131,0,0.0326,15.6073,0,0,0,0,0.0233,0,0,0,0,0,0,0.9424,0,0,0,0,0,2.2081,0,0,0
2683,Hansen 20Wx5 Base Greenish Black,Green,Matte - Semi,,6,6,64.0173,6.5633,4.0827,0,1.352,2.6507,4.0027,0,0.0316,15.1228,0,0,4.5376,0,0.0226,0,0,0,0,0,0,0.0664,0,0,1.4945,0,0,0.0586,0,0,0
2684,Zakin Mouse Black Slip,Black,Matte - Semi,,6,6,68.0751,9.5128,0,0,2.2335,1.3462,3.5798,0,4.0849,12.4639,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0.3036,0,0,0
2685,Rosie Rust Brown,"Iron - Kaki, Tomato Red",Glossy,,6,6,62.7457,3.9036,7.8266,0,0.7333,2.7249,3.4581,0,8.8307,7.4178,0,0,0,0,0.0143,0,0,0,0,0,0,5.7777,0,0,0,0,0,0.0255,0,0,0
2686,Render Satin Matte,Matte,Matte,,6,6,54.5171,11.5937,1.1216,0,4.665,2.5627,7.2277,0,0.3618,13.6045,0,0,8.0551,0,0.002,0,0,0,0,0,0,0.229,0,0,0,0,0,3.2873,0,0,0
2687,Purple Mauve Pink,Purple,Matte - Semi,,6,6,61.2233,11.9817,2.6228,0,2.2134,2.3205,4.5339,0,0,15.8961,0,0,0,0,0,0,0,0.1514,0,0,0,0.0131,0,0,0,0,0,0,0,0,3.5777
2688,Purple Mauve Pink 1,Purple,Matte - Semi,,6,6,62.9617,12.3219,9.6795,0,2.2762,5.8784,8.1546,0,0,3.0338,0,0,0,0,0,0,0,0.1557,0,0,0,0.0134,0,0,0,0,0,0,0,0,3.6793
2689,Chappell Clear Semigloss,Clear,Glossy - Semi,,6,6,65.4711,7.2526,3.3501,0,1.6252,4.0271,5.6524,0,10.9109,7.267,0,0,0,0,0.0117,0,0,0,0,0,0,0.0589,0,0,0,0,0,0.0254,0,0,0
2690,Broken Blue,Blue,Glossy,,6,6,59.5258,4.3477,13.975,0,0.1947,2.3553,2.55,0,3.1798,12.5941,0,0,0,0,0.0455,0,0,0,0,0,0,0.1879,0.9157,0,1.763,0,0,0.9156,0,0,0
2691,"Red Brown Tenmoku, Tenmoku Gold",Iron - Tenmoku,Matte,,6,6,62.9358,7.2722,0.8571,5.5658,2.0767,2.5524,4.629,0,3.176,10.9982,0,0,0,0,0.0016,0,0,0,0,0,0,4.4761,0,0,0,0,0,0.0882,0,0,0
2692,Gibby Wild Rose Persimmon,"Iron - Kaki, Tomato Red",Glossy,,6,6,52.3457,14.199,0,9.9322,2.1286,6.7599,8.8884,0,0.1372,7.8238,0,0,0,0,2.1977,0,0,0,0,0,0,4.4182,0,0,0,0,0,0.0578,0,0,0
2693,Xavier Warm Jade Green 1,Green,Glossy,,6,6,64.0378,7.25,3.4985,0,1.5881,2.4658,4.0539,0,4.7259,11.8222,0,0,0,0,0.0242,0,0,0,0,0,0,0.2762,0,0,0.5336,0,0,3.7777,0,0,0
2694,Roy Black 3,Black,Glossy,,6,6,67.7383,6.4156,5.3753,0,1.5081,3.4238,4.9319,0,2.554,8.4427,0,0,0,0,0.0194,0,0,0,0,0,0,3.4242,1.0482,0,0,0,0,0.0505,0,0,0
2696,Roy Black 1,Black,Glossy,,6,6,66.9655,6.5771,5.5263,0,0.7252,4.272,4.9972,0,1.565,10.2715,0,0,0,0,0.02,0,0,0,0,0,0,3.4867,0.5388,0,0,0,0,0.0519,0,0,0
2697,Frogpond Grey Green Matte,Green,Matte,,6,6,53.4128,7.6737,3.1527,0,2.913,1.871,4.7839,0,11.217,12.7964,0,0,0,0,0.0206,0,0,0,0,0,0,0.0934,0,0,2.5659,0,0,0.049,0,4.2345,0
2698,Frogpond Copper Green,Green,Matte - Semi,,6,6,72.0748,5.9448,1.5574,0,2.1207,1.4249,3.5456,0,0.0656,14.1376,0,0,0,0,0,0,0,0,0,0,0,0.0688,0,0,2.494,0,0,0.1114,0,0,0
2699,Cream Breaking Red 1,"White, Off-White",Glossy - Semi,,6,6,41.1425,3.0179,13.3792,0,2.8244,2.2435,5.0679,0,3.0175,21.9575,0,2.5149,0,0,0.0244,0,0,0,0,0,0,1.2687,0,0,0,0,0,0.0436,0,0,8.566
2700,Cream Breaking Red 2,"White, Off-White",Glossy - Semi,,6,6,40.7961,2.9925,13.2666,0,2.8006,2.2246,5.0252,0,2.9921,21.7726,3.3355,0,0,0,0.0242,0,0,0,0,0,0,1.258,0,0,0,0,0,0.0432,0,0,8.4939
2701,Cream Breaking Red 3,"White, Off-White",Glossy - Semi,,6,6,47.3859,2.4926,12.7251,0,2.4037,9.6652,12.0689,0,0,10.2197,0,4.1094,2.2433,0,0,0,0,0,0,0,0,1.0613,0,0,0,0,0,0,0,0,7.6939
2702,Cream Breaking Red 4,"White, Off-White",Glossy - Semi,,6,6,47.0273,2.4737,12.6288,0,2.3856,9.592,11.9776,0,0,10.1423,2.9985,1.8365,2.2263,0,0,0,0,0,0,0,0,1.0532,0,0,0,0,0,0,0,0,7.6357
2703,Frogpond Sapphire Blue,Blue,Glossy,,6,6,63.0137,8.0505,8.3661,0,1.6583,4.9304,6.5888,0,0.0387,9.1849,0,0,0,0,0.0277,0,0,0,0,0,0,0.2392,1.5492,0,0,0,0,2.9413,0,0,0
2704,Clausen Glittering Brown,Iron,Glossy,,6,6,57.207,0.152,12.606,0,0,10.0917,10.0917,0,6.8872,1.4175,0.0465,1.6083,2.3354,0,0,0,0,0,0,0,0.0496,7.591,0,0,0,0,0,0.0077,0,0,0
2705,Janet Deboos Teal Blue,Blue,Glossy,,6,6,64.3445,6.5119,2.5995,0,1.1166,4.9144,6.031,0,0.0568,14.8603,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,2.1146,0,0,0,0,0,3.4672
2706,MacMillian Wild Rose Tenmoku,Iron - Tenmoku,Glossy,,6,6,52.4643,14.4771,0,9.8904,2.0775,6.7251,8.8025,0,0.1057,7.7516,0,0,0,0,2.1663,0,0,0,0,0,0,4.342,0,0,0,0,0,0,0,0,0
2707,Frogpond Green,Green,Glossy,,6,6,61.9156,9.4229,3.9497,0,0.2184,2.0475,2.266,0,0.0524,17.9483,0,0,0,0,0.0374,0,0,0,0,0,0,0.3169,0,0,0,0,0,4.0908,0,0,0
2708,Frogpond Metallic Black,Black,,,6,6,64.6676,10.1087,2.7655,0,5.6666,3.0315,8.6981,0,0.6322,6.4737,0,0,0,0,0.0111,0,0,0,0,2.6845,0,0.0669,1.6935,0,2.1737,0,0,0.0247,0,0,0
2709,Roy Berry Rust,Iron,Glossy,,6,6,60.4618,9.1535,4.2123,0,0.2545,2.93,3.1845,0,7.4811,10.4592,0,0,0,0,1.7506,0,0,0,0,0,0,3.2969,0,0,0,0,0,0,0,0,0
2710,Chappel Smooth Alkaline Base,Clear,Glossy,,6,6,72.9279,8.7328,1.1383,0,0.7944,7.9113,8.7058,0,0.1177,8.1214,0,0,0,0,0.0366,0,0,0,0,0,0,0.1245,0,0,0,0,0,0.0951,0,0,0
2711,Chappel Smooth Alkaline Base Blue,Blue,Glossy,,6,6,72.1552,8.6403,1.1262,0,0.786,7.8275,8.6135,0,0.1164,8.0353,0,0,0,0,0.0362,0,0,0,0,0,0,0.3191,0.4104,0,0.4532,0,0,0.0941,0,0,0
2712,Zamek Clear,Clear,Glossy,,6,6,63.6718,10.461,2.8733,0,0.8142,3.7707,4.5849,0,0.0361,18.3639,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0
2713,Chun Green,Iron - Celadon - Chun,Matte,,6,6,47.661,1.5396,0,0,0.065,25.3892,25.4542,0,0.1187,11.6049,0,0,12.1572,0,0,0,0,0,0,0,0,0.0679,0,0,1.3347,0,0,0.0619,0,0,0
2714,Stonyearth Brown,Glaze,Matte,,6,6,44.8245,9.7262,0,0,1.1661,2.417,3.5831,0,2.3195,12.9996,17.5439,0,0,0,2.0142,0,0,0,0,0,0.8781,0.0093,0,0,3.0051,0,0,0.1358,0,0,2.9607
2718,Daly Oil Spot,Iron - Oil Spot,Satin - Matte,Opaque,6,6,69.4186,6.7783,3.0319,0,2.332,1.9168,4.2488,0,4.4417,7.6265,0,0,0,0,0.0103,0,0,0,0,0,0,3.3712,1.0461,0,0,0,0,0.0267,0,0,0
2719,Candace Black Oil Spot,Iron - Oil Spot,Satin - Matte,Opaque,9,10,70.1944,9.2735,0,0,2.1231,4.6378,6.7609,0,1.7953,6.2155,0,0,0,0,0,0,0,0,0,0,0,3.0636,2.6968,0,0,0,0,0,0,0,0
2720,John and Amy's Oil Spot,Iron - Oil Spot,Glossy - Semi,Opaque,6,6,69.3109,7.3421,0.515,0,1.8151,3.6374,5.4525,0,5.6688,6.6909,0,0,0,0,0.0227,0,0,0,0,0,0,3.3858,0,0,0,0,0,1.6114,0,0,0
2721,Oil Spot Rust Brown Underglaze,Iron - Oil Spot,Satin - Matte,Opaque,6,6,69.4269,8.7362,0,0,3.8022,1.6582,5.4603,0,0.0608,12.1388,0,0,0,0,0.0138,0,0,0,0,0,0,4.1272,0,0,0,0,0,0.0359,0,0,0
2722,Oil Spot Brown-White Overglaze,"White, Off-White",Glossy - Semi,,6,6,64.1876,5.6606,8.6215,0,2.6814,2.5741,5.2555,0,1.9823,8.0793,0,0,0,0,0.0226,0,0,0,0,0,0,0.0861,0,0,0,0,0,0.0459,0,6.0587,0
2723,Icing Pink,Red - Pink,Matte - Semi,,6,6,63.3574,3.658,1.6773,10.2366,0.7913,2.7828,3.5741,0,2.6438,10.0205,0,0.6791,0,0,0.0031,0,0,0,0,0,0,0.1662,0,0,0,0,0,2.6495,0,0,1.3344
2724,Mocha White-Gray,"White, Off-White",Glossy,,6,6,42.5649,0.4009,12.2866,0,0,9.836,9.836,0,0.0076,1.3816,0.0453,1.5676,24.724,0,0,0,0,0,0,0,0.0484,1.0806,0.2695,0,0,0,0,5.7869,0,0,0
2726,Crystal Light Green-Blue,Crystalline,,,6,6,47.8796,5.9691,0,6.7496,4.5732,0,4.5732,0,0,9.1977,0,0,20.8543,0,0,0,0,0,0,0,0,0.2192,0,0,0.5724,0,0,3.9849,0,0,0
2727,Crystal Orange-Blue,Crystalline,,,6,6,49.7862,6.2068,0,7.0184,4.7553,0,4.7553,0,0,9.5639,0,0,21.6848,0,0,0,0,0,0,0,0,0,0,0.9846,0,0,0,0,0,0,0
2728,Black Semigloss,Black,Glossy - Semi,,6,6,64.6021,10.6184,2.7957,0,5.7703,3.3595,9.1298,0,0.6391,6.3812,0,0,0,0,0.0112,0,0,0,0,2.7932,0,0.0609,1.135,0,1.8082,0,0,0.0251,0,0,0
2730,Clear Gloss,Clear,Glossy,,6,6,53.6259,11.509,8.6739,0,1.7077,6.5561,8.2637,0,2.0638,15.6212,0,0,0,0,0.0355,0,0,0,0,0,0,0.1276,0,0,0,0,0,0.0793,0,0,0
2731,Clausen Shino,Shino,Glossy,,6,6,59.0266,16.6511,2.8128,0,1.8256,17.5642,19.3897,0,0.116,0.9339,0.0104,0.3589,0.5211,0,0.0237,0,0,0,0,0,0.0111,0.0815,0,0,0,0,0,0.0634,0,0,0
2732,Reduction Turquoise,Turquoise,Matte,,6,6,61.723,11.9035,0,3.252,2.249,7.2042,9.4533,0,0.583,0.6323,10.2242,0,0,0,0,0,0,0,0,0,0,0.1216,0,0,2.0474,0,0,0.0596,0,0,0
2733,Reduction Shino,Shino,Glossy,,6,6,66.5586,15.5466,1.3157,4.2627,1.9709,7.9298,9.9007,0,0.4678,1.7126,0,0,0,0,0.0024,0,0,0,0,0,0,0.0985,0,0,0,0,0,0.1344,0,0,0
2737,Reduction Oxblood,Red - Copper - Oxblood,Glossy,,6,6,66.3021,8.9544,3.4046,0,1.9331,6.7067,8.6398,0,0.8643,10.9692,0,0,0,0,0.0062,0,0,0,0,0,0,0.0463,0,0,0.3396,0,0,0.0111,0,0,0.4623
2740,Dry White 1,"White, Off-White",Matte,,6,6,58.1259,13.5205,0,0,2.1976,6.7167,8.9143,0,18.4994,0.6089,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0.2021,0,0,0
2741,Dry White 2,"White, Off-White",Satin,,6,9,39.7952,8.9225,3.0181,0,0,6.7858,6.7858,0,31.3267,4.4908,0.0111,0.3851,5.251,0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0,0.0019,0,0,0
2742,Le Matte,Matte,,,6,6,58.8018,11.7096,0,0,7.073,0,7.073,0,0,14.3523,0,0,8.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,Hansen 20Wx5 White,"White, Off-White",Glossy,,6,6,64.688,6.632,4.1255,0,1.3662,2.6785,4.0447,0,0.0319,15.2813,0,0,0,0,0.0228,0,0,0,0,0,0,0.067,0,0,0,0,0,0.0592,0,5.0475,0
2744,Hansen Matte,Matte,,,6,6,55.9833,8.3421,7.7663,0,0.0834,3.9081,3.9915,0,0.0584,23.5998,0,0,0,0,0.0417,0,0,0,0,0,0,0.1085,0,0,0,0,0,0.1084,0,0,0
2746,Lamont Iron Red,"Iron - Kaki, Tomato Red",Glossy,,6,6,60.7724,8.9007,4.3226,3.4934,0.0139,2.2248,2.2387,0,6.184,8.244,0,0,0,0,0,0,0,0,0,0,0,5.8441,0,0,0,0,0,0,0,0,0
2747,Chrome Tin Red-Green,Green,Glossy,,6,6,60.6326,5.1463,5.924,0,0.6956,2.9696,3.6652,0,1.9558,20.0302,0,0,0,0,0.0216,0,0,0.0716,0,0,0,0.0743,0,0,0,0,0,0.0472,0,0,2.4313
2749,Wags Waxy White 1,"White, Off-White",Glossy,,6,6,63.7355,6.761,4.4741,0,0.5334,2.4708,3.0042,0,5.3018,16.5339,0,0,0,0,0.0301,0,0,0,0,0,0,0.081,0,0,0,0,0,0.0782,0,0,0
2750,Violet Semigloss,Blue,Glossy - Semi,,6,6,62.7399,6.7214,2.7068,0,1.4519,5.0569,6.5088,0,9.6582,10.4331,0,0,0,0,0.0049,0,0,0,0,0,0,0.0357,1.1824,0,0,0,0,0.0088,0,0,0
2752,Maria Blue,Blue,Glossy,,6,6,58.2616,8.2571,6.3391,0,1.5113,5.7282,7.2395,0,1.5031,6.0645,0,0,7.5875,0,0.0116,0,0,0,0,0,0,0.2723,0.5769,0,0,0,0,3.8869,0,0,0
2754,Berry Rust 1,"Iron - Kaki, Tomato Red",Glossy,,6,6,62.8979,7.3361,3.8106,0,0.2814,2.6307,2.9121,0,6.6171,9.9553,0,0,0,0,1.7472,0,0,0,0,0,0,4.6418,0,0,0,0,0,0.0821,0,0,0
2755,Annie Tan,Glaze,Glossy,,6,6,66.6425,3.9059,8.3817,0,2.5498,1.4092,3.959,0,9.4319,7.5432,0,0,0,0,0.0215,0,0,0,0,0,0,0.0708,0,0,0,0,0,0.0435,0,0,0
2757,Frosty Black,Black,Glossy - Semi,,6,6,55.5226,8.5435,0,0,1.0735,3.4752,4.5487,0,0.0546,16.0777,0,0,7.5949,0,0,0,0,0,0,0.6865,1.2463,1.4315,2.5669,0,1.7269,0,0,0,0,0,0
2758,White Semigloss,"White, Off-White",Glossy - Semi,,6,6,58.7167,11.4241,0,0,7.1429,0.013,7.1558,0,0.0303,14.4454,0,0,8.0937,0,0.0216,0,0,0,0,0,0,0.0562,0,0,0,0,0,0.0562,0,0,0
2759,Alfred White,"White, Off-White",Matte,,6,6,66.3428,7.2602,3.0207,0,1.6531,4.0237,5.6768,0,10.9987,6.6233,0,0,0,0,0.0111,0,0,0,0,0,0,0.0421,0,0,0,0,0,0.0243,0,0,0
2761,Chalke Black Matte,Black,Matte,,6,6,56.6767,12.2815,0,0,6.5039,0,6.5039,0,0,13.1788,0,0,7.2338,0,0,0,0,0,0,0,0,2.9334,1.1919,0,0,0,0,0,0,0,0
2763,Whinnie White,"White, Off-White",Matte - Semi,,6,6,64.1402,10.5903,0,0,3.3524,2.6938,6.0461,0,1.8529,11.1094,0,2.3386,3.7818,0,0.0197,0,0,0,0,0,0,0.0696,0,0,0,0,0,0.0513,0,0,0
2765,Lamont Caramel Apple,Iron,Glossy - Semi,,6,6,64.1383,7.415,3.3363,2.6963,0,1.6681,1.6681,0,4.7227,9.4741,0,0,0,0,0.9388,0,0,0,0,0,0,5.6105,0,0,0,0,0,0,0,0,0
2766,Pinnell Strontium Matte White,"White, Off-White",Matte,,6,6,62.5399,11.8346,0,0.9982,2.2156,6.9923,9.2079,0,0.1631,0.5874,9.9198,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,4.675,0,0,0
2767,Roy Strontium Matte White,"White, Off-White",Matte,,6,6,61.9401,12.5082,0,8.3185,0.753,2.2878,3.0408,0,0.1536,0.2336,9.3269,0,0,0,0,0,0,0,0,0,0,0.0828,0,0,0,0,0,4.3956,0,0,0
2768,Randy Red Revised,Red,Glossy,,6,6,63.2581,4.018,7.524,0,0.7504,2.7291,3.4795,0,8.7637,7.1762,0,0,0,0,0.0195,0,0,0,0,0,0,5.7215,0,0,0,0,0,0.0395,0,0,0
2769,Clausen Clear Semimatte Base,Clear,Matte - Semi,,6,6,63.303,12.9976,3.9526,0,0.2251,2.051,2.276,0,6.0931,11.1255,0,0,0,0,0.0407,0,0,0,0,0,0,0.1058,0,0,0,0,0,0.1058,0,0,0
2770,Kendall Matte Tan,Matte,Matte,,6,6,57.0107,10.7426,1.7563,2.6797,2.2243,7.4687,9.693,0,9.9332,8.0794,0,0,0,0,0.0032,0,0,0,0,0,0,0.0963,0,0,0,0,0,0.0057,0,0,0
2771,Kendall Matte Orange,Matte,Matte,,6,6,55.1691,10.3956,1.6996,2.5931,2.1525,7.2274,9.3799,0,9.6123,7.8184,0,0,0,0,0.0031,0,0,0,0,0,0,0.2616,0,0,0,0,0,3.0674,0,0,0
2772,Reddish Brown Black Tenmoku,Iron - Tenmoku,Glossy,,6,6,66.574,7.4258,0,0,2.9969,1.4672,4.4641,0,0.135,13.7066,0,0,0,0,0.0116,0,0,0,0,0,0,7.6527,0,0,0,0,0,0.0302,0,0,0
2773,Cream-breaking Red,Iron,Glossy,,5,7,41.2638,3.1741,13.2604,0,0.8986,3.8656,4.7641,0,3.009,22.2096,2.5005,0,0,0,0.0242,0,0,0,0,0,0,1.2612,0,0,0,0,0,0.0432,0,0,8.4899
2774,Reduction Yellow-Orange Matte,Yellow,Matte,,9,10,52.3683,10.9052,0,0,3.568,1.6268,5.1947,0,5.846,20.2302,0,0,0,0,1.6058,0,0,0,0,0,0,0.4834,0,0,0,0,0,1.1362,0,0,2.23
2775,Cooper LB/T White,"White, Off-White",Matte,,8,8,59.2359,9.6246,0,0,0.0163,4.6663,4.6827,0,0.0762,14.7091,0,0,4.1322,0,0,0,0,0,0,0,0,0.0336,0,0,0,0,0,0,0,7.5057,0
2776,White Crackle,"White, Off-White",Matte,,8,8,69.0951,13.3444,0,0,0,10.6061,10.6061,0,0,6.9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Hewitt Clear Matte,Clear,Matte,,8,8,58.8212,10.9941,0,0,1.5044,1.7529,3.2573,0,13.5655,13.2598,0,0,0,0,0,0,0,0,0,0,0,0.0399,0,0,0,0,0,0.0621,0,0,0
2778,Aerni Pink Matte,Red - Pink,Matte,,9,10,58.759,11.3708,0,0,4.74,2.1549,6.8949,0,0.0279,17.6988,0,0,0,0,0.0199,0,0,0.4775,0,0,0,0.3045,0.3051,0,0,0,0,4.1414,0,0,0
2779,Merritt Yellow,Yellow,Matte,,9,10,49.3115,8.1858,0,0,1.5687,3.3823,4.951,0,6.0536,6.9399,0,11.6423,0,0,0.0118,0,0,0,0,0,0,1.6787,0,0,0,0,0,0.0306,0,11.1948,0
2780,Reduction Oxblood Red,Red - Copper - Oxblood,,,7,7,66.3202,8.9568,3.4053,0,1.9336,6.7084,8.6421,0,0.8645,11.0607,0,0,0,0,0.0062,0,0,0,0,0,0,0.0463,0,0,0.2214,0,0,0.0111,0,0,0.4655
2781,Sondahl Pale Blue,Blue,Glossy - Semi,,9,9,55.0847,6.8915,0,1.0431,1.7875,0.815,2.6024,0,0,15.504,0,0,6.3427,0,0,0,0,0,0,0,0,0.0647,0.3339,0,0.7071,0,0,0.9845,0,10.4414,0
2785,Anderson Blue,Blue,Matte,,9,10,58.6811,13.5825,0,0,0.0374,7.8215,7.8589,0,0.0262,15.407,0,0,0,0,0.0187,0,0,0,0,0,0,0.0487,4.3282,0,0,0,0,0.0487,0,0,0
2786,Blatant Blue,Blue,Glossy,,9,10,72.0356,9.325,0,0,2.2595,0.9877,3.2472,0,0.0248,14.1315,0,0,0,0,0,0,0,0,0,0,0,0.0107,1.2253,0,0,0,0,0,0,0,0
2787,Mayan Deep Blue,Blue,,,9,10,58.2942,5.6922,11.029,0,0.2761,2.4171,2.6932,0,3.0809,10.1448,0,0,0,0,0.0359,0,0,3.7702,0,0,0,0.365,4.8178,0,0,0,0,0.0769,0,0,0
2788,Dunham Black Brown Blue,Blue,Glossy,,9,10,67.3098,7.2662,0,0,3.4907,1.5234,5.014,0,0.0506,8.8723,5.7054,0,0,0,0.0088,0,0,0,0,0,0,2.051,0,0,0.2479,0,0,3.474,0,0,0
2789,Santerre Stable Blue,Blue,Glossy,,9,10,70.542,10.5308,0,0,2.6165,1.1399,3.7564,0,0.0477,14.276,0,0,0,0,0.0138,0,0,0,0,0,0,0.048,0.7495,0,0,0,0,0.0358,0,0,0
2790,Carlton Mottled Blue,Blue,Glossy,,9,10,67.0478,6.1326,2.3099,0,3.3489,1.9295,5.2784,0,3.9242,7.5616,1.5245,0,1.4243,0,0.0065,0,0,0,0,0,0,0.2505,0,0,0.276,0,0,3.0872,0,0,1.1764
2792,Midnight Cobalt Blue,Blue,Glossy,,9,10,69.4489,8.0319,0,0.369,2.6441,1.1509,3.795,0,0.0534,14.1288,0,0,0,0,0.0177,0,0,0,0,0,0,0.0582,4.0513,0,0,0,0,0.0459,0,0,0
2793,Emmanuel Cooper Blue Crystal,Crystalline,Matte - Semi,Opaque,9,10,60.9966,4.7928,0,0,4.1769,0.1605,4.3373,0,7.3262,13.8116,0,0,0,0,0,0,0,0,0,0,0,0.4808,0.8308,0,0,0,0,7.424,0,0,0
2794,Clemson Blue Green Satin Matte,Green,Matte - Semi,,9,10,62.4677,10.8158,0,0,3.3927,1.4754,4.8681,0,0.0754,15.5668,0,0,0,0,0.0277,0,0,0,0,0,0,0.3684,0.6346,0,0,0,0,5.1756,0,0,0
2796,Moceri Blue Matte,Blue,Matte,,9,10,60.9404,13.6232,0,2.2279,2.4332,7.8383,10.2715,0,0.2181,0.6597,10.3846,0,0,0,0.0105,0,0,0,0,0,0,0.0937,0,0,1.5433,0,0,0.0273,0,0,0
2797,Pablo Blue,Blue,Glossy,,9,10,60.8564,6.4422,3.5535,0,3.6671,2.1807,5.8479,0,3.0432,13.9355,0,0,3.3116,0,0.0096,0,0,0,0,0,0,0.2696,0.5665,0,0.4235,0,0,0.3993,0,0,1.3413
2802,Dark Plum,Blue - Cobalt,Glossy,,9,10,63.7932,6.8345,0,0,1.2452,3.9999,5.2451,0,5.9587,11.9932,2.9356,0,0,0,0.0053,0,0,0,0,2.8876,0,0.0295,0.3036,0,0,0,0,0.0138,0,0,0
2803,Glossy Deep Blue Green,Green,Glossy - Semi,,9,10,66.3583,8.8287,0,0,2.3513,1.0207,3.372,0,0.0616,17.5013,0,0,2.7236,0,0.0259,0,0,0.1411,0,0,0,0.0783,0.8417,0,0,0,0,0.0674,0,0,0
2805,Davidson Blue Matte,Blue,Matte,,9,10,58.8554,14.0494,0,0,4.7638,2.0823,6.846,0,0.0524,19.7205,0,0,0,0,0,0,0,0,0,0,0,0.0225,0.4538,0,0,0,0,0,0,0,0
2808,Seacrest Purple,Purple,Glossy,,9,10,68.1996,8.2039,1.2456,0,6.5863,0,6.5863,0,0,9.6429,0,0,2.0973,0,0,0,0,0,0,0,0.7434,0.9727,0,0,0,0,0,2.3084,0,0,0
2809,Selsor Reduction Base,Clear,,,6,6,54.8388,7.9994,7.4331,0,1.0905,4.4146,5.5051,0,10.805,13.2195,0,0,0,0,0.0298,0,0,0,0,0,0,0.103,0,0,0,0,0,0.0664,0,0,0
2810,Cooper White,"White, Off-White",Glossy - Semi,,8,9,62.8737,7.6601,0,0,5.3345,0.0235,5.358,0,0.0272,14.7767,0,0,0,0,0,0,0,0,0,0,0,0.0235,0,0,0,0,0,9.2808,0,0,0
